scenario,avg_total_flow_gbps,peak_total_flow_gbps,access_capacity_gbps_per_satellite,served_ratio_min,served_ratio_mean,max_access_load_gbps_peak_over_time,max_access_utilization_peak_vs_20gbps_over_time,max_relay_load_gbps_peak_over_time,max_isl_load_gbps_peak_over_time,active_access_satellites_mean,active_relay_satellites_mean,active_isl_links_mean
q3_1480_daily900_grid25,1.0,1.5,20.0,0.8333333333333327,0.9982817869415801,0.24999999999999986,0.012499999999999994,0.38636363636363613,0.2954545454545453,26.38144329896907,108.27835051546391,155.1443298969072
