scenario,planes,sats_per_plane,phase_factor,inclination_deg,raan0_deg,u0_deg,satellites,topology_method,physical_coverage,duration_s,step_s,time_steps,ground_points,od_time_samples,reachable_count,unreachable_count,unreachable_rate,mean_delay_ms,max_delay_ms,p50_delay_ms,p90_delay_ms,p95_delay_ms,p99_delay_ms,within_30ms_rate_all_samples,within_30ms_rate_reachable,mean_access_min_over_time,empty_ground_points_max_over_time,mean_access_mean_over_time,topology_component_count_max,topology_min_degree_min,topology_max_degree_max,edge_count_min,edge_count_max,max_link_distance_km_max
q3_1480_double_coverage_input_daily_900s_grid25,37,40,31,50.0,0.0,0.0,1480,nearest,True,86164.09,900.0,97,12,12804,12782,22,0.001718213058419244,26.406924375323598,89.83088920244239,25.446824169901397,39.0881506045747,45.74481780858773,53.65561237274178,0.669009684473602,0.6701611641370677,1.6494845360824741,1,2.3144329896907214,1,4,4,2960,2960,1086.0308030649371
