policy,S,M,N,F,i,u0,q2_C1_cache,q2_C2_cache,cost_wan,stage,feasible,p30,max_delay_ms,mean_delay_ms,unreachable_rate,sample_count,reachable_count,robustness_margin
P30_ge_0.95,1540,35,44,29,51.0,4.091,0.999652,0.973031,1290000,p30_upper_bound_below_threshold,False,0.11636988441112152,68.81511485488515,25.207179113671085,0.0,2131.0,2131.0,-0.8336301155888785
P30_ge_0.95,1540,35,44,18,50.0,4.091,0.999392,0.972988,1290000,p30_upper_bound_below_threshold,False,0.10121836925960637,82.18164353999329,27.341971780626643,0.0,1937.0,1937.0,-0.8487816307403936
P30_ge_0.95,1540,35,44,18,50.0,6.136,0.999396,0.972952,1290000,p30_upper_bound_below_threshold,False,0.10309278350515463,82.00834867225112,27.277684531558315,0.0,1961.0,1961.0,-0.8469072164948453
P30_ge_0.95,1540,35,44,29,51.0,2.045,0.999637,0.97294,1290000,delay_lower_bound_reject,False,,,,,,,
P30_ge_0.95,1540,35,44,18,50.0,0.0,0.999382,0.972915,1290000,p30_upper_bound_below_threshold,False,0.10379568884723524,48.61596893561054,27.089046433729223,0.0,1970.0,1970.0,-0.8462043111527647
P30_ge_0.95,1540,35,44,29,51.0,6.136,0.999657,0.972737,1290000,p30_upper_bound_below_threshold,False,0.1175413933145892,57.80691250906594,25.261001466078543,0.0,2146.0,2146.0,-0.8324586066854107
P30_ge_0.95,1540,35,44,29,51.0,0.0,0.999632,0.972659,1290000,p30_upper_bound_below_threshold,False,0.11722899094033115,57.806340738919,25.025404681551667,0.01027077497665733,2142.0,2120.0,-0.8327710090596688
P30_ge_0.95,1540,220,7,183,50.0,12.857,1.0,0.97217,1290000,p30_upper_bound_below_threshold,False,0.00788815995001562,2205.8950390375667,493.5662277964041,0.0,742.0,742.0,-2.175895039037567
P30_ge_0.95,1540,220,7,183,50.0,25.714,1.0,0.972103,1290000,p30_upper_bound_below_threshold,False,0.008356763511402687,2205.89737651312,462.1767307161108,0.0,748.0,748.0,-2.17589737651312
P30_ge_0.95,1540,220,7,183,50.0,0.0,1.0,0.972099,1290000,p30_upper_bound_below_threshold,False,0.007341455795064043,2205.8178226282193,477.36727695811544,0.0,735.0,735.0,-2.1758178226282197
P30_ge_0.95,1540,220,7,183,50.0,38.571,1.0,0.972041,1290000,p30_upper_bound_below_threshold,False,0.0072633552014995315,2205.8208089114055,455.5660231844658,0.0,734.0,734.0,-2.1758208089114057
P30_ge_0.95,1540,220,7,183,51.0,25.714,1.0,0.966675,1290000,p30_upper_bound_below_threshold,False,0.009762574195563886,2024.9544618275665,377.5465633274664,0.0,766.0,766.0,-1.9949544618275665
P30_ge_0.95,1540,220,7,183,51.0,12.857,1.0,0.966577,1290000,p30_upper_bound_below_threshold,False,0.008825367072789754,2024.8053683846874,392.5675073488262,0.0,754.0,754.0,-1.9948053683846874
P30_ge_0.95,1540,220,7,183,51.0,38.571,1.0,0.966561,1290000,p30_upper_bound_below_threshold,False,0.009606373008434864,2025.135046833634,384.9302338247051,0.0,764.0,764.0,-1.995135046833634
P30_ge_0.95,1540,220,7,183,51.0,0.0,1.0,0.966471,1290000,p30_upper_bound_below_threshold,False,0.010387378944079975,2025.3436626211178,363.9462117431721,0.0,774.0,774.0,-1.9953436626211178
P30_ge_0.95,1560,130,12,87,50.0,22.5,1.0,0.987516,1300000,p30_upper_bound_below_threshold,False,0.014214308028741018,248.05483795086758,81.16386691131812,0.0,823.0,823.0,-0.9357856919712589
P30_ge_0.95,1560,130,12,87,50.0,7.5,1.0,0.987488,1300000,p30_upper_bound_below_threshold,False,0.01366760387378944,178.20527379707275,78.6839919546003,0.0,816.0,816.0,-0.9363323961262106
P30_ge_0.95,1560,130,12,87,50.25,22.5,0.999967,0.987413,1300000,p30_upper_bound_below_threshold,False,0.014214308028741018,248.21860789487292,80.65726970424213,0.0,823.0,823.0,-0.9357856919712589
P30_ge_0.95,1560,130,12,87,50.25,15.0,0.999949,0.987378,1300000,p30_upper_bound_below_threshold,False,0.014604810996563574,178.05762307869722,78.29481442704254,0.0,828.0,828.0,-0.9353951890034364
P30_ge_0.95,1560,130,12,87,50.0,15.0,1.0,0.987343,1300000,p30_upper_bound_below_threshold,False,0.01366760387378944,178.01306123029252,79.3712282645527,0.0,816.0,816.0,-0.9363323961262106
P30_ge_0.95,1560,130,12,87,50.25,7.5,0.999953,0.987271,1300000,p30_upper_bound_below_threshold,False,0.014448609809434552,178.2510703607037,77.39604934880082,0.0,826.0,826.0,-0.9355513901905654
P30_ge_0.95,1560,130,12,87,50.0,0.0,1.0,0.987248,1300000,p30_upper_bound_below_threshold,False,0.013355201499531396,177.92406301130393,80.1986552911413,0.0,812.0,812.0,-0.9366447985004686
P30_ge_0.95,1560,130,12,87,50.25,0.0,0.999967,0.987122,1300000,p30_upper_bound_below_threshold,False,0.014917213370821619,177.96680402829583,77.15365348003671,0.0,832.0,832.0,-0.9350827866291783
P30_ge_0.95,1560,130,12,88,49.75,7.5,1.0,0.986859,1300000,p30_upper_bound_below_threshold,False,0.013980006248047485,200.03736905137586,81.36473599497393,0.0,820.0,820.0,-0.9360199937519524
P30_ge_0.95,1560,130,12,88,49.75,0.0,1.0,0.986851,1300000,p30_upper_bound_below_threshold,False,0.013355201499531396,233.24815625056868,83.43494136660722,0.0,812.0,812.0,-0.9366447985004686
P30_ge_0.95,1560,130,12,88,49.75,22.5,1.0,0.986765,1300000,p30_upper_bound_below_threshold,False,0.01366760387378944,223.39500703205204,80.44830984449986,0.0,816.0,816.0,-0.9363323961262106
P30_ge_0.95,1560,130,12,88,49.75,15.0,1.0,0.986724,1300000,p30_upper_bound_below_threshold,False,0.01366760387378944,196.06019478056768,80.62743196875525,0.0,816.0,816.0,-0.9363323961262106
P30_ge_0.95,1560,130,12,87,49.75,7.5,1.0,0.986163,1300000,p30_upper_bound_below_threshold,False,0.01288659793814433,179.2264108018139,81.34000856113593,0.0,806.0,806.0,-0.9371134020618557
P30_ge_0.95,1560,130,12,87,49.75,22.5,1.0,0.98614,1300000,p30_upper_bound_below_threshold,False,0.012730396751015307,247.89479215524722,83.21176118139483,0.0,804.0,804.0,-0.9372696032489847
P30_ge_0.95,1560,130,12,87,49.75,15.0,1.0,0.986117,1300000,p30_upper_bound_below_threshold,False,0.013199000312402374,180.11159736813534,81.11147976403333,0.0,810.0,810.0,-0.9368009996875976
P30_ge_0.95,1560,130,12,87,49.75,0.0,1.0,0.986081,1300000,p30_upper_bound_below_threshold,False,0.012574195563886285,180.06188944333104,81.92323498749788,0.0,802.0,802.0,-0.9374258044361137
P30_ge_0.95,1560,130,12,88,50.25,15.0,1.0,0.986052,1300000,p30_upper_bound_below_threshold,False,0.014526710402999063,196.34028478150083,77.78053463624899,0.0,827.0,827.0,-0.9354732895970009
P30_ge_0.95,1560,130,12,88,50.25,0.0,0.999995,0.98604,1300000,p30_upper_bound_below_threshold,False,0.014917213370821619,233.72463743798997,78.71835832618835,0.0,832.0,832.0,-0.9350827866291783
P30_ge_0.95,1560,130,12,88,50.25,22.5,1.0,0.985937,1300000,p30_upper_bound_below_threshold,False,0.015151515151515152,223.7058637993331,78.51484429247239,0.0,835.0,835.0,-0.9348484848484848
P30_ge_0.95,1560,130,12,88,50.25,7.5,1.0,0.985887,1300000,p30_upper_bound_below_threshold,False,0.015151515151515152,200.33529757180423,77.23616438150279,0.0,835.0,835.0,-0.9348484848484848
P30_ge_0.95,1560,130,12,87,51.0,15.0,0.999792,0.984563,1300000,p30_upper_bound_below_threshold,False,0.016166822867853797,178.1976169565914,72.84031030057835,0.0,848.0,848.0,-0.9338331771321462
P30_ge_0.95,1560,130,12,87,51.0,22.5,0.999788,0.984485,1300000,p30_upper_bound_below_threshold,False,0.01499531396438613,216.5045106685772,75.92624006308195,0.0,833.0,833.0,-0.9350046860356138
P30_ge_0.95,1560,130,12,87,51.0,7.5,0.999773,0.984477,1300000,p30_upper_bound_below_threshold,False,0.015932521087160263,178.37302276201487,72.07693430768515,0.0,845.0,845.0,-0.9340674789128397
P30_ge_0.95,1560,130,12,87,51.0,0.0,0.999778,0.984439,1300000,p30_upper_bound_below_threshold,False,0.016713527022805375,178.193857858392,73.5739360565229,0.0,855.0,855.0,-0.9332864729771946
P30_ge_0.95,1560,65,24,16,50.0,11.25,0.999542,0.984425,1300000,p30_upper_bound_below_threshold,False,0.02514839112777257,155.01159325722864,48.1260022172467,0.0,963.0,963.0,-0.9248516088722274
P30_ge_0.95,1560,65,24,16,50.0,7.5,0.999513,0.984334,1300000,p30_upper_bound_below_threshold,False,0.028428616057482037,138.43025137574855,46.40817413509983,0.0,1005.0,1005.0,-0.9215713839425179
P30_ge_0.95,1560,65,24,16,50.0,0.0,0.999562,0.984297,1300000,p30_upper_bound_below_threshold,False,0.02514839112777257,158.64014027237812,48.820724114833446,0.0,963.0,963.0,-0.9248516088722274
P30_ge_0.95,1560,65,24,16,50.0,3.75,0.999557,0.984197,1300000,p30_upper_bound_below_threshold,False,0.026163698844111214,169.67930778925853,48.2610447458635,0.0,976.0,976.0,-0.9238363011558888
P30_ge_0.95,1560,130,12,86,50.25,22.5,0.999107,0.983465,1300000,p30_upper_bound_below_threshold,False,0.014761012183692596,197.22485632924366,80.39303262806193,0.0,830.0,830.0,-0.9352389878163073
P30_ge_0.95,1560,130,12,86,50.25,0.0,0.999083,0.98344,1300000,p30_upper_bound_below_threshold,False,0.01569821930646673,179.82631550461068,79.5195958534115,0.0,842.0,842.0,-0.9343017806935332
P30_ge_0.95,1560,130,12,86,50.25,7.5,0.999107,0.983343,1300000,p30_upper_bound_below_threshold,False,0.015620118712902219,245.69573300777682,80.36263026714268,0.0,841.0,841.0,-0.9343798812870977
P30_ge_0.95,1560,130,12,86,49.75,22.5,0.999308,0.983328,1300000,p30_upper_bound_below_threshold,False,0.012808497344579818,196.95166482858548,83.81813406428147,0.0,805.0,805.0,-0.9371915026554202
P30_ge_0.95,1560,130,12,86,50.25,15.0,0.99915,0.983318,1300000,p30_upper_bound_below_threshold,False,0.01507341455795064,221.82189346624807,79.76243752487473,0.0,834.0,834.0,-0.9349265854420493
P30_ge_0.95,1560,130,12,86,49.75,0.0,0.999333,0.983298,1300000,p30_upper_bound_below_threshold,False,0.012730396751015307,178.88565742771684,84.327197982237,0.0,804.0,804.0,-0.9372696032489847
P30_ge_0.95,1560,130,12,86,49.75,7.5,0.999308,0.983285,1300000,p30_upper_bound_below_threshold,False,0.01366760387378944,221.35846996705425,83.86856647970741,0.0,816.0,816.0,-0.9363323961262106
P30_ge_0.95,1560,130,12,86,49.75,15.0,0.999303,0.983178,1300000,p30_upper_bound_below_threshold,False,0.013433302093095907,249.18479931175165,82.9150422403448,0.0,813.0,813.0,-0.936566697906904
P30_ge_0.95,1560,65,24,16,51.0,7.5,0.999576,0.982737,1300000,p30_upper_bound_below_threshold,False,0.03397375820056232,137.58921546799166,43.29485818028303,0.0,1076.0,1076.0,-0.9160262417994376
P30_ge_0.95,1560,65,24,16,51.0,3.75,0.999576,0.982664,1300000,p30_upper_bound_below_threshold,False,0.031865042174320526,141.11178841144417,44.39516040796741,0.0,1049.0,1049.0,-0.9181349578256794
P30_ge_0.95,1560,39,40,32,50.0,4.5,1.0,0.982651,1300000,p30_upper_bound_below_threshold,False,0.1013745704467354,52.967199154020236,26.7773006106151,0.0,1939.0,1939.0,-0.8486254295532646
P30_ge_0.95,1560,65,24,16,51.0,11.25,0.99961,0.982598,1300000,p30_upper_bound_below_threshold,False,0.031708840987191504,141.19612209951504,43.08073563062941,0.0,1047.0,1047.0,-0.9182911590128084
P30_ge_0.95,1560,39,40,32,50.0,6.75,0.999995,0.982582,1300000,p30_upper_bound_below_threshold,False,0.09590752889721962,93.81551142989456,27.331094028653947,0.0,1869.0,1869.0,-0.8540924711027803
P30_ge_0.95,1560,39,40,32,50.0,0.0,1.0,0.982511,1300000,p30_upper_bound_below_threshold,False,0.10067166510465479,53.49028778854876,26.8423458160118,0.0,1930.0,1930.0,-0.8493283348953452
P30_ge_0.95,1560,65,24,16,51.0,0.0,0.999576,0.982446,1300000,p30_upper_bound_below_threshold,False,0.02936582318025617,154.38555835589085,44.644122303585256,0.0,1017.0,1017.0,-0.9206341768197438
P30_ge_0.95,1560,39,40,32,50.0,2.25,1.0,0.982154,1300000,p30_upper_bound_below_threshold,False,0.09676663542642924,53.36451754446517,27.004548463256203,0.0,1880.0,1880.0,-0.8532333645735707
P30_ge_0.95,1560,39,40,32,51.0,2.25,0.999909,0.979302,1300000,p30_upper_bound_below_threshold,False,0.07731958762886598,65.08969101753762,29.175599069389243,0.0,1631.0,1631.0,-0.872680412371134
P30_ge_0.95,1560,260,6,217,50.0,45.0,0.999249,0.979267,1300000,p30_upper_bound_below_threshold,False,0.006560449859418931,2796.666242167531,804.1934683638303,0.0,725.0,725.0,-2.766666242167531
P30_ge_0.95,1560,260,6,217,50.0,30.0,0.999045,0.979242,1300000,p30_upper_bound_below_threshold,False,0.008044361137144643,2642.8654328468892,724.4905071735161,0.0,744.0,744.0,-2.612865432846889
P30_ge_0.95,1560,39,40,32,51.0,0.0,0.999933,0.979233,1300000,p30_upper_bound_below_threshold,False,0.08161512027491409,63.89405353275891,28.85136519170702,0.0,1686.0,1686.0,-0.8683848797250858
P30_ge_0.95,1560,39,40,32,51.0,4.5,0.999895,0.979131,1300000,p30_upper_bound_below_threshold,False,0.08005310840362387,59.54211135710771,28.846695044491923,0.0,1666.0,1666.0,-0.8699468915963761
P30_ge_0.95,1560,39,40,32,51.0,6.75,0.999905,0.978947,1300000,p30_upper_bound_below_threshold,False,0.08325523273976883,103.54201625429963,29.017780072520516,0.0,1707.0,1707.0,-0.8667447672602311
P30_ge_0.95,1560,260,6,217,50.0,0.0,0.999182,0.978945,1300000,p30_upper_bound_below_threshold,False,0.00788815995001562,2642.8257433765793,736.3088925829168,0.0,742.0,742.0,-2.6128257433765794
P30_ge_0.95,1560,60,26,15,51.0,10.385,1.0,0.978546,1300000,p30_upper_bound_below_threshold,False,0.04279912527335208,149.9513163218417,35.26647961027756,0.0,1189.0,1189.0,-0.9072008747266479
P30_ge_0.95,1560,60,26,15,51.0,6.923,1.0,0.978415,1300000,p30_upper_bound_below_threshold,False,0.043658231802561696,142.44294648055183,35.23907341818934,0.0,1200.0,1200.0,-0.9063417681974383
P30_ge_0.95,1560,60,26,15,51.0,0.0,1.0,0.97841,1300000,p30_upper_bound_below_threshold,False,0.0429553264604811,149.95141839789056,35.391459237988116,0.0,1191.0,1191.0,-0.9070446735395189
P30_ge_0.95,1560,60,26,15,51.0,3.462,1.0,0.978386,1300000,p30_upper_bound_below_threshold,False,0.04279912527335208,147.61224505922502,36.5134223711801,0.0,1189.0,1189.0,-0.9072008747266479
P30_ge_0.95,1560,156,10,26,50.0,9.0,0.999692,0.977494,1300000,p30_upper_bound_below_threshold,False,0.01358950328022493,294.18409280334504,85.80015008659366,0.0,815.0,815.0,-0.936410496719775
P30_ge_0.95,1560,156,10,26,50.0,18.0,0.999711,0.977448,1300000,p30_upper_bound_below_threshold,False,0.01288659793814433,184.37064179085553,86.43358662321022,0.0,806.0,806.0,-0.9371134020618557
P30_ge_0.95,1560,156,10,26,50.0,27.0,0.999735,0.97737,1300000,p30_upper_bound_below_threshold,False,0.013042799125273351,304.66771902213276,88.38134558945681,0.0,808.0,808.0,-0.9369572008747266
P30_ge_0.95,1560,156,10,26,50.0,0.0,0.99973,0.97731,1300000,p30_upper_bound_below_threshold,False,0.011558887847547642,243.50998155765663,90.64566950849897,0.0,789.0,789.0,-0.9384411121524523
P30_ge_0.95,1560,39,40,38,50.0,0.0,1.0,0.976139,1300000,p30_upper_bound_below_threshold,False,0.10606060606060606,70.80803776778063,26.015771440852195,0.0,1999.0,1999.0,-0.8439393939393939
P30_ge_0.95,1560,39,40,38,50.0,4.5,1.0,0.97558,1300000,p30_upper_bound_below_threshold,False,0.10379568884723524,71.73038247052257,26.06404952690967,0.0,1970.0,1970.0,-0.8462043111527647
P30_ge_0.95,1560,39,40,38,50.0,6.75,1.0,0.975391,1300000,p30_upper_bound_below_threshold,False,0.10543580131208997,56.9232514395645,25.819756209329675,0.0,1991.0,1991.0,-0.84456419868791
P30_ge_0.95,1560,39,40,38,50.0,2.25,1.0,0.975351,1300000,p30_upper_bound_below_threshold,False,0.10785691971258982,69.07694795755903,25.892830313316196,0.0,2022.0,2022.0,-0.8421430802874101
P30_ge_0.95,1560,39,40,38,51.0,0.0,0.999995,0.973022,1300000,p30_upper_bound_below_threshold,False,0.11535457669478288,69.13589645525012,25.66546554719396,0.0,2118.0,2118.0,-0.8346454233052171
P30_ge_0.95,1560,39,40,38,51.0,4.5,0.999995,0.972946,1300000,p30_upper_bound_below_threshold,False,0.11238675413933145,70.91648356058595,25.707865549199163,0.0,2080.0,2080.0,-0.8376132458606685
P30_ge_0.95,1560,39,40,38,51.0,2.25,1.0,0.972433,1300000,p30_upper_bound_below_threshold,False,0.1175413933145892,63.86594221282432,25.443086681952508,0.0,2146.0,2146.0,-0.8324586066854107
P30_ge_0.95,1560,39,40,38,51.0,6.75,0.999985,0.972342,1300000,p30_upper_bound_below_threshold,False,0.11808809746954077,63.89992360757715,25.475922066238052,0.0,2153.0,2153.0,-0.8319119025304592
