policy,S,M,N,F,i,u0,C1,C2,stage,feasible,message,p30,max_delay_ms,mean_delay_ms,unreachable_rate,reachable_count,sample_count,robustness_margin
strict_Tmax30,1640,41,40,34,50.0,0.0,1.0,0.990448,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,40,41,1,50.0,2.195,1.0,0.989467,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,40,41,1,50.0,4.39,1.0,0.98935,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,40,41,1,50.0,0.0,1.0,0.989339,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,41,40,40,50.0,0.0,0.999976,0.989305,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,40,41,1,50.0,6.585,1.0,0.989294,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,41,40,40,50.0,6.75,0.99999,0.989269,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,40,41,39,51.0,6.585,1.0,0.98926,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,40,41,39,51.0,4.39,1.0,0.989191,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,40,41,39,51.0,2.195,1.0,0.989142,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,41,40,40,50.0,2.25,0.999986,0.989141,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,40,41,39,51.0,0.0,1.0,0.989139,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,41,40,40,50.0,4.5,0.999995,0.989121,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,41,40,1,50.0,4.5,1.0,0.98872,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,41,40,1,50.0,2.25,1.0,0.988537,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,41,40,1,50.0,6.75,1.0,0.98848,delay_lower_bound_reject,,,,,,,,,
strict_Tmax30,1640,41,40,1,50.0,0.0,1.0,0.988412,delay_lower_bound_reject,,,,,,,,,
P30_ge_0.95,1580,158,10,27,50.75,18.0,1.0,0.982831,communication_eval,False,p30_upper_bound_below_threshold,0.015229615745079663,241.92884828655394,83.36159618282845,0.0,836.0,836.0,-0.9347703842549203
P30_ge_0.95,1580,158,10,27,50.75,27.0,0.999995,0.982747,communication_eval,False,p30_upper_bound_below_threshold,0.01499531396438613,238.35703762741943,82.33726588680487,0.0,833.0,833.0,-0.9350046860356138
P30_ge_0.95,1580,158,10,27,50.75,0.0,1.0,0.982708,communication_eval,False,p30_upper_bound_below_threshold,0.014839112777257107,242.5226454837822,83.4930429428796,0.0,831.0,831.0,-0.9351608872227428
P30_ge_0.95,1580,158,10,27,50.75,9.0,1.0,0.982686,communication_eval,False,p30_upper_bound_below_threshold,0.01507341455795064,181.72360279943967,81.21335797572375,0.0,834.0,834.0,-0.9349265854420493
P30_ge_0.95,1580,158,10,27,51.25,18.0,0.999928,0.979734,communication_eval,False,p30_upper_bound_below_threshold,0.016635426429240863,241.50471619288447,79.8070063455675,0.0,854.0,854.0,-0.9333645735707591
P30_ge_0.95,1580,158,10,27,51.25,27.0,0.999922,0.979664,communication_eval,False,p30_upper_bound_below_threshold,0.01569821930646673,237.9645005794578,80.29312413987547,0.0,842.0,842.0,-0.9343017806935332
P30_ge_0.95,1580,158,10,27,51.25,9.0,0.999947,0.979663,communication_eval,False,p30_upper_bound_below_threshold,0.015854420493595752,181.5546011997487,79.48429758835145,0.0,844.0,844.0,-0.9341455795064042
P30_ge_0.95,1580,158,10,27,51.25,0.0,0.999927,0.979643,communication_eval,False,p30_upper_bound_below_threshold,0.01569821930646673,209.774336183942,81.58412573971279,0.0,842.0,842.0,-0.9343017806935332
P30_ge_0.95,1580,158,10,26,50.75,9.0,0.999605,0.972622,communication_eval,False,p30_upper_bound_below_threshold,0.015229615745079663,272.7320374010481,81.4219351020335,0.0,836.0,836.0,-0.9347703842549203
P30_ge_0.95,1580,158,10,26,50.75,18.0,0.999601,0.972584,communication_eval,False,p30_upper_bound_below_threshold,0.014917213370821619,244.10879918881463,82.8382029451895,0.0,832.0,832.0,-0.9350827866291783
P30_ge_0.95,1580,158,10,26,50.75,0.0,0.999615,0.972485,communication_eval,False,p30_upper_bound_below_threshold,0.01507341455795064,201.6343577238253,81.64870177936038,0.0,834.0,834.0,-0.9349265854420493
P30_ge_0.95,1580,158,10,26,50.75,27.0,0.999639,0.972432,communication_eval,False,p30_upper_bound_below_threshold,0.014214308028741018,255.74499771343073,83.7114085365431,0.0,823.0,823.0,-0.9357856919712589
P30_ge_0.95,1580,158,10,26,51.0,9.0,0.999813,0.971409,communication_eval,False,p30_upper_bound_below_threshold,0.01640112464854733,244.01987640629272,78.43484121566667,0.0,851.0,851.0,-0.9335988753514526
P30_ge_0.95,1580,158,10,26,51.0,0.0,0.999779,0.971358,communication_eval,False,p30_upper_bound_below_threshold,0.01507341455795064,240.48262102205715,82.78858480566517,0.0,834.0,834.0,-0.9349265854420493
P30_ge_0.95,1580,158,10,26,51.0,27.0,0.999803,0.971329,communication_eval,False,p30_upper_bound_below_threshold,0.01429240862230553,255.58502901752328,83.58814390410336,0.0,824.0,824.0,-0.9357075913776944
P30_ge_0.95,1580,158,10,26,51.0,18.0,0.999808,0.971277,communication_eval,False,p30_upper_bound_below_threshold,0.01577631990003124,243.88506011086466,80.6926171014947,0.0,843.0,843.0,-0.9342236800999687
P30_ge_0.95,1580,158,10,26,51.25,27.0,0.999706,0.97033,communication_eval,False,p30_upper_bound_below_threshold,0.015463917525773196,255.4244742904121,80.90301515185404,0.0,839.0,839.0,-0.9345360824742268
P30_ge_0.95,1580,158,10,26,51.25,9.0,0.999686,0.970303,communication_eval,False,p30_upper_bound_below_threshold,0.01718213058419244,243.80796877714403,77.79711613880343,0.0,861.0,861.0,-0.9328178694158075
P30_ge_0.95,1580,158,10,26,51.25,18.0,0.999696,0.970269,communication_eval,False,p30_upper_bound_below_threshold,0.01647922524211184,243.66371900997703,79.55396236232865,0.0,852.0,852.0,-0.9335207747578881
P30_ge_0.95,1580,158,10,26,51.25,0.0,0.999696,0.970041,communication_eval,False,p30_upper_bound_below_threshold,0.016244923461418308,240.27099753297915,80.03702818731091,0.0,849.0,849.0,-0.9337550765385817
P30_ge_0.95,1580,79,20,39,50.0,4.5,0.999549,0.957186,communication_eval,False,p30_upper_bound_below_threshold,0.02592939706341768,142.9251986703598,43.4284974308892,0.0,973.0,973.0,-0.9240706029365823
P30_ge_0.95,1580,79,20,39,50.0,9.0,0.999534,0.957153,communication_eval,False,p30_upper_bound_below_threshold,0.025382692908466103,180.94595803126555,46.00202379232461,0.0,966.0,966.0,-0.9246173070915339
P30_ge_0.95,1580,79,20,39,50.0,13.5,0.999509,0.957133,communication_eval,False,p30_upper_bound_below_threshold,0.026085598250546703,167.66030580956203,44.451672730908896,0.0,975.0,975.0,-0.9239144017494533
P30_ge_0.95,1580,79,20,39,50.0,0.0,0.999519,0.957117,communication_eval,False,p30_upper_bound_below_threshold,0.029756326148078726,170.4584373950526,44.1281578040681,0.021526418786692758,1000.0,1022.0,-0.9202436738519212
P30_ge_0.95,1580,79,20,39,51.0,9.0,0.99901,0.950714,communication_eval,False,p30_upper_bound_below_threshold,0.030927835051546393,181.98151823545072,42.26890742677881,0.0,1037.0,1037.0,-0.9190721649484536
P30_ge_0.95,1600,160,10,28,49.75,27.0,0.99977,0.991081,communication_eval,False,p30_upper_bound_below_threshold,0.012027491408934709,180.2600261390962,90.36077002337682,0.0,795.0,795.0,-0.9379725085910653
P30_ge_0.95,1600,160,10,28,49.75,9.0,0.999848,0.990677,communication_eval,False,p30_upper_bound_below_threshold,0.012417994376757264,180.05065078836725,89.63985890735682,0.0,800.0,800.0,-0.9375820056232427
P30_ge_0.95,1600,160,10,28,49.75,18.0,0.999804,0.990623,communication_eval,False,p30_upper_bound_below_threshold,0.011636988441112153,234.82198397050882,90.78433953417598,0.0,790.0,790.0,-0.9383630115588878
P30_ge_0.95,1600,160,10,28,49.75,0.0,0.999799,0.990524,communication_eval,False,p30_upper_bound_below_threshold,0.01148078725398313,275.13677179696003,91.40204560088691,0.0,788.0,788.0,-0.9385192127460168
P30_ge_0.95,1600,64,25,16,50.75,3.6,1.0,0.990472,communication_eval,False,p30_upper_bound_below_threshold,0.046704154951577634,109.86391582676752,34.47538412156404,0.0,1239.0,1239.0,-0.9032958450484223
P30_ge_0.95,1600,64,25,16,50.75,0.0,0.999995,0.990358,communication_eval,False,p30_upper_bound_below_threshold,0.04662605435801312,113.3078594390021,34.45210346434986,0.0,1238.0,1238.0,-0.9033739456419868
P30_ge_0.95,1600,64,25,16,50.75,10.8,1.0,0.990316,communication_eval,False,p30_upper_bound_below_threshold,0.045688847235238986,113.3353955448263,34.62927925344246,0.0,1226.0,1226.0,-0.9043111527647609
P30_ge_0.95,1600,64,25,16,50.75,7.2,1.0,0.990304,communication_eval,False,p30_upper_bound_below_threshold,0.046079350203061545,79.57568792780147,34.24109641722146,0.0,1231.0,1231.0,-0.9039206497969384
P30_ge_0.95,1600,160,10,28,50.25,27.0,0.999765,0.990049,communication_eval,False,p30_upper_bound_below_threshold,0.014839112777257107,180.08452594132268,84.74387417495372,0.0,831.0,831.0,-0.9351608872227428
P30_ge_0.95,1600,64,25,15,50.75,7.2,0.999995,0.990014,communication_eval,False,p30_upper_bound_below_threshold,0.031708840987191504,145.7733942044095,43.1365219046326,0.0,1047.0,1047.0,-0.9182911590128084
P30_ge_0.95,1600,64,25,15,50.75,10.8,1.0,0.989977,communication_eval,False,p30_upper_bound_below_threshold,0.03163074039362699,145.78893661101594,43.78614233734558,0.0,1046.0,1046.0,-0.918369259606373
P30_ge_0.95,1600,64,25,15,50.75,3.6,0.999995,0.989884,communication_eval,False,p30_upper_bound_below_threshold,0.03163074039362699,145.7580533036619,43.08872735941961,0.0,1046.0,1046.0,-0.918369259606373
P30_ge_0.95,1600,64,25,15,50.75,0.0,0.99999,0.989874,communication_eval,False,p30_upper_bound_below_threshold,0.03202124336144955,140.0416674780845,42.73188467117857,0.0,1051.0,1051.0,-0.9179787566385504
P30_ge_0.95,1600,64,25,17,50.75,10.8,0.999961,0.989789,communication_eval,False,p30_upper_bound_below_threshold,0.03631677600749766,93.21412073290179,38.08802947413816,0.0,1106.0,1106.0,-0.9136832239925023
P30_ge_0.95,1600,64,25,17,50.75,7.2,0.99998,0.989775,communication_eval,False,p30_upper_bound_below_threshold,0.03569197125898157,117.04084738676282,38.578163787255974,0.0,1098.0,1098.0,-0.9143080287410184
P30_ge_0.95,1600,160,10,28,50.25,0.0,0.999775,0.989667,communication_eval,False,p30_upper_bound_below_threshold,0.013433302093095907,274.66879358640165,86.73759722951318,0.0,813.0,813.0,-0.936566697906904
P30_ge_0.95,1600,64,25,17,50.75,3.6,0.999971,0.98965,communication_eval,False,p30_upper_bound_below_threshold,0.03647297719462668,93.31509008617913,38.221795948933874,0.0,1108.0,1108.0,-0.9135270228053732
P30_ge_0.95,1600,64,25,17,50.75,0.0,0.999976,0.989645,communication_eval,False,p30_upper_bound_below_threshold,0.03623867541393314,139.48463563563593,38.53912145855962,0.0,1105.0,1105.0,-0.9137613245860668
P30_ge_0.95,1600,160,10,28,50.25,18.0,0.999795,0.989637,communication_eval,False,p30_upper_bound_below_threshold,0.01288659793814433,201.85004868746103,86.99725998339129,0.0,806.0,806.0,-0.9371134020618557
P30_ge_0.95,1600,64,25,16,51.0,0.0,0.999986,0.989486,communication_eval,False,p30_upper_bound_below_threshold,0.042877225866916585,110.3888820872742,35.842832338737544,0.0,1190.0,1190.0,-0.9071227741330834
P30_ge_0.95,1600,64,25,16,51.0,10.8,0.999986,0.989428,communication_eval,False,p30_upper_bound_below_threshold,0.04397063417681974,113.68633963748788,35.90483519579148,0.0,1204.0,1204.0,-0.9060293658231802
P30_ge_0.95,1600,64,25,16,51.0,3.6,0.999976,0.989412,communication_eval,False,p30_upper_bound_below_threshold,0.043502030615432674,110.19055817287884,36.07071833321105,0.0,1198.0,1198.0,-0.9064979693845673
P30_ge_0.95,1600,64,25,16,51.0,7.2,0.99999,0.989407,communication_eval,False,p30_upper_bound_below_threshold,0.0443611371446423,85.86757861393758,35.25242395802789,0.0,1209.0,1209.0,-0.9056388628553577
P30_ge_0.95,1600,160,10,28,50.25,9.0,0.999834,0.989331,communication_eval,False,p30_upper_bound_below_threshold,0.014058106841611996,179.8845330125287,85.40500344210216,0.0,821.0,821.0,-0.9359418931583879
P30_ge_0.95,1600,100,16,25,50.0,5.625,0.999858,0.98922,communication_eval,False,p30_upper_bound_below_threshold,0.015307716338644174,176.03590706736162,68.81099151477251,0.0,837.0,837.0,-0.9346922836613558
P30_ge_0.95,1600,100,16,25,50.0,0.0,0.999841,0.989184,communication_eval,False,p30_upper_bound_below_threshold,0.01577631990003124,175.8439542146715,68.67596854991547,0.0,843.0,843.0,-0.9342236800999687
P30_ge_0.95,1600,64,25,16,50.0,3.6,0.99907,0.989181,communication_eval,False,p30_upper_bound_below_threshold,0.03467666354264293,94.49581611242373,37.403460891289384,0.0,1085.0,1085.0,-0.915323336457357
P30_ge_0.95,1600,100,16,25,50.0,16.875,0.999854,0.98918,communication_eval,False,p30_upper_bound_below_threshold,0.015463917525773196,175.8437624321927,68.6750442851032,0.0,839.0,839.0,-0.9345360824742268
P30_ge_0.95,1600,64,25,16,50.0,10.8,0.999085,0.989167,communication_eval,False,p30_upper_bound_below_threshold,0.03420805998125586,101.00873407198715,36.46508896755908,0.04077849860982391,1035.0,1079.0,-0.9157919400187441
P30_ge_0.95,1600,100,16,25,50.0,11.25,0.999841,0.989143,communication_eval,False,p30_upper_bound_below_threshold,0.014917213370821619,175.74430238635324,68.41832944456118,0.026442307692307692,810.0,832.0,-0.9350827866291783
P30_ge_0.95,1600,64,25,16,50.0,7.2,0.999088,0.989132,communication_eval,False,p30_upper_bound_below_threshold,0.035379568884723524,80.04713016483804,36.416895394365184,0.02010968921389397,1072.0,1094.0,-0.9146204311152765
P30_ge_0.95,1600,64,25,16,50.0,0.0,0.999082,0.989099,communication_eval,False,p30_upper_bound_below_threshold,0.03350515463917526,107.74824845738786,37.003405971367926,0.020560747663551402,1048.0,1070.0,-0.9164948453608247
P30_ge_0.95,1600,64,25,17,51.25,0.0,0.999975,0.988622,communication_eval,False,p30_upper_bound_below_threshold,0.03881599500156201,139.7133840746482,37.27129057278256,0.0,1138.0,1138.0,-0.911184004998438
P30_ge_0.95,1600,64,25,16,51.25,10.8,0.999943,0.988566,communication_eval,False,p30_upper_bound_below_threshold,0.035535770071852546,113.25114334290538,37.482002287230515,0.0,1096.0,1096.0,-0.9144642299281474
P30_ge_0.95,1600,64,25,16,51.25,7.2,0.999923,0.98854,communication_eval,False,p30_upper_bound_below_threshold,0.038425492033739454,88.28199789973768,36.543446110977314,0.0,1133.0,1133.0,-0.9115745079662605
P30_ge_0.95,1600,64,25,16,51.25,0.0,0.999943,0.988525,communication_eval,False,p30_upper_bound_below_threshold,0.035145267104029994,117.03681352387196,37.60353046470185,0.0,1091.0,1091.0,-0.91485473289597
P30_ge_0.95,1600,64,25,16,51.25,3.6,0.999923,0.98848,communication_eval,False,p30_upper_bound_below_threshold,0.03647297719462668,116.83281110316966,37.283993476378214,0.0,1108.0,1108.0,-0.9135270228053732
P30_ge_0.95,1600,64,25,17,51.25,10.8,0.999966,0.988258,communication_eval,False,p30_upper_bound_below_threshold,0.03936269915651359,93.43180206124988,36.840496127042584,0.0,1145.0,1145.0,-0.9106373008434864
P30_ge_0.95,1600,40,40,33,50.0,0.0,0.999853,0.988232,communication_eval,False,p30_upper_bound_below_threshold,0.070446735395189,59.10686273949171,29.792120711302,0.0,1543.0,1543.0,-0.879553264604811
P30_ge_0.95,1600,100,16,25,51.0,5.625,0.999995,0.988197,communication_eval,False,p30_upper_bound_below_threshold,0.019681349578256794,175.18013756334514,61.68434896458134,0.0,893.0,893.0,-0.9303186504217431
P30_ge_0.95,1600,64,25,17,51.25,3.6,0.999971,0.988196,communication_eval,False,p30_upper_bound_below_threshold,0.04108091221493283,107.327146917022,37.056248601913786,0.0,1167.0,1167.0,-0.9089190877850671
P30_ge_0.95,1600,100,16,25,51.0,16.875,0.99999,0.988188,communication_eval,False,p30_upper_bound_below_threshold,0.018978444236176194,173.15130626386562,63.067491301714334,0.0,884.0,884.0,-0.9310215557638237
P30_ge_0.95,1600,100,16,25,51.0,0.0,0.99999,0.988174,communication_eval,False,p30_upper_bound_below_threshold,0.019134645423305216,173.14350270658275,61.68764108327031,0.0,886.0,886.0,-0.9308653545766947
P30_ge_0.95,1600,40,40,33,50.0,4.5,0.999839,0.988139,communication_eval,False,p30_upper_bound_below_threshold,0.07294595438925336,105.9071960057718,29.91348827185196,0.0,1575.0,1575.0,-0.8770540456107466
P30_ge_0.95,1600,100,16,25,51.0,11.25,0.99999,0.988136,communication_eval,False,p30_upper_bound_below_threshold,0.01866604186191815,175.23604012240529,62.750379406210854,0.0,880.0,880.0,-0.9313339581380818
P30_ge_0.95,1600,64,25,15,51.25,10.8,0.999975,0.988127,communication_eval,False,p30_upper_bound_below_threshold,0.03420805998125586,139.61340698874076,42.79452415847641,0.0,1079.0,1079.0,-0.9157919400187441
P30_ge_0.95,1600,64,25,17,51.25,7.2,0.999975,0.988099,communication_eval,False,p30_upper_bound_below_threshold,0.03850359262730397,117.21256394538226,37.485821354667245,0.0,1134.0,1134.0,-0.911496407372696
P30_ge_0.95,1600,64,25,15,51.25,7.2,0.999966,0.988069,communication_eval,False,p30_upper_bound_below_threshold,0.034129959387691346,132.74320625737718,42.28226286254875,0.0,1078.0,1078.0,-0.9158700406123086
P30_ge_0.95,1600,64,25,15,51.25,0.0,0.999966,0.987977,communication_eval,False,p30_upper_bound_below_threshold,0.03350515463917526,120.61605231159194,41.69908089715662,0.0,1070.0,1070.0,-0.9164948453608247
P30_ge_0.95,1600,64,25,15,51.25,3.6,0.999975,0.987876,communication_eval,False,p30_upper_bound_below_threshold,0.03327085285848173,132.7299899520789,42.09572507723596,0.0,1067.0,1067.0,-0.9167291471415182
P30_ge_0.95,1600,40,40,33,50.0,2.25,0.999839,0.987712,communication_eval,False,p30_upper_bound_below_threshold,0.07224304904717276,67.64533673958483,30.00702101257458,0.0,1566.0,1566.0,-0.8777569509528272
P30_ge_0.95,1600,40,40,33,50.0,6.75,0.999834,0.987674,communication_eval,False,p30_upper_bound_below_threshold,0.06935332708528585,65.50280710646489,30.081206835017465,0.0,1529.0,1529.0,-0.8806466729147141
P30_ge_0.95,1600,160,10,27,50.0,9.0,1.0,0.987486,communication_eval,False,p30_upper_bound_below_threshold,0.011871290221805686,208.01934840449871,89.91571577194998,0.0,793.0,793.0,-0.9381287097781943
P30_ge_0.95,1600,160,10,27,50.0,18.0,1.0,0.987371,communication_eval,False,p30_upper_bound_below_threshold,0.01288659793814433,243.889386234146,88.70750756783552,0.0,806.0,806.0,-0.9371134020618557
P30_ge_0.95,1600,160,10,27,50.0,0.0,1.0,0.987211,communication_eval,False,p30_upper_bound_below_threshold,0.013277100905966885,244.22102148891196,87.67439194360284,0.0,811.0,811.0,-0.9367228990940331
P30_ge_0.95,1600,160,10,27,50.0,27.0,1.0,0.987053,communication_eval,False,p30_upper_bound_below_threshold,0.012417994376757264,300.91310783964303,89.25497887833099,0.0,800.0,800.0,-0.9375820056232427
P30_ge_0.95,1600,160,10,27,50.25,9.0,1.0,0.98618,communication_eval,False,p30_upper_bound_below_threshold,0.012730396751015307,207.81398656100632,87.68157895228671,0.0,804.0,804.0,-0.9372696032489847
P30_ge_0.95,1600,160,10,27,50.25,0.0,1.0,0.986164,communication_eval,False,p30_upper_bound_below_threshold,0.01429240862230553,307.72539575045727,86.68902701577318,0.0,824.0,824.0,-0.9357075913776944
P30_ge_0.95,1600,160,10,27,50.25,18.0,1.0,0.986074,communication_eval,False,p30_upper_bound_below_threshold,0.01358950328022493,243.66681434950166,87.05643509577233,0.0,815.0,815.0,-0.936410496719775
P30_ge_0.95,1600,160,10,27,50.25,27.0,1.0,0.986001,communication_eval,False,p30_upper_bound_below_threshold,0.013433302093095907,300.71589864409526,87.50295387299556,0.0,813.0,813.0,-0.936566697906904
P30_ge_0.95,1600,40,40,33,51.0,4.5,0.99957,0.985254,communication_eval,False,p30_upper_bound_below_threshold,0.08575445173383317,105.18592247830112,28.891849704476204,0.0,1739.0,1739.0,-0.8642455482661668
P30_ge_0.95,1600,160,10,27,49.75,18.0,0.999908,0.985181,communication_eval,False,p30_upper_bound_below_threshold,0.01148078725398313,244.11361241276398,92.04434361480135,0.0,788.0,788.0,-0.9385192127460168
P30_ge_0.95,1600,40,40,33,51.0,0.0,0.999565,0.985138,communication_eval,False,p30_upper_bound_below_threshold,0.08184942205560762,105.21365342744184,29.007157003836078,0.0,1689.0,1689.0,-0.8681505779443923
P30_ge_0.95,1600,160,10,27,49.75,0.0,0.999917,0.985099,communication_eval,False,p30_upper_bound_below_threshold,0.01148078725398313,305.6691742986369,91.63903323472482,0.0,788.0,788.0,-0.9385192127460168
P30_ge_0.95,1600,160,10,27,49.75,9.0,0.999896,0.98505,communication_eval,False,p30_upper_bound_below_threshold,0.01077788191190253,240.3743264342802,92.91293270436417,0.0,779.0,779.0,-0.9392221180880974
P30_ge_0.95,1600,160,10,27,49.75,27.0,0.999902,0.985023,communication_eval,False,p30_upper_bound_below_threshold,0.012417994376757264,301.10960275716184,90.40267546505993,0.0,800.0,800.0,-0.9375820056232427
P30_ge_0.95,1600,40,40,33,51.0,2.25,0.999609,0.984815,communication_eval,False,p30_upper_bound_below_threshold,0.08411433926897845,65.26031510328033,28.984542000427833,0.0,1718.0,1718.0,-0.8658856607310215
P30_ge_0.95,1600,40,40,33,51.0,6.75,0.999599,0.984793,communication_eval,False,p30_upper_bound_below_threshold,0.08552014995313964,64.77102846956767,28.938225284054425,0.0,1736.0,1736.0,-0.8644798500468603
P30_ge_0.95,1600,40,40,39,50.0,4.5,0.999808,0.984228,communication_eval,False,p30_upper_bound_below_threshold,0.10543580131208997,72.11979159247191,26.28244588470071,0.0,1991.0,1991.0,-0.84456419868791
P30_ge_0.95,1600,40,40,39,50.0,6.75,0.999803,0.984094,communication_eval,False,p30_upper_bound_below_threshold,0.10473289597000937,54.97500320766125,25.953927783325785,0.0,1982.0,1982.0,-0.8452671040299906
P30_ge_0.95,1600,40,40,39,50.0,2.25,0.999794,0.984064,communication_eval,False,p30_upper_bound_below_threshold,0.10613870665417058,55.288307883351195,25.986792729947858,0.0,2000.0,2000.0,-0.8438612933458294
P30_ge_0.95,1600,40,40,39,50.0,0.0,0.999808,0.9839,communication_eval,False,p30_upper_bound_below_threshold,0.102077475788816,55.2011105645459,26.022197343592712,0.0,1948.0,1948.0,-0.847922524211184
P30_ge_0.95,1600,160,10,26,50.25,9.0,0.999685,0.972025,communication_eval,False,p30_upper_bound_below_threshold,0.014136207435176507,299.15894918149706,84.96568239738534,0.0,822.0,822.0,-0.9358637925648234
P30_ge_0.95,1600,160,10,26,50.25,18.0,0.999736,0.972023,communication_eval,False,p30_upper_bound_below_threshold,0.013433302093095907,181.53258912981283,85.68322715296372,0.0,813.0,813.0,-0.936566697906904
P30_ge_0.95,1600,160,10,26,50.25,27.0,0.999729,0.972019,communication_eval,False,p30_upper_bound_below_threshold,0.013823805060918463,242.29503011947824,85.00285773194024,0.02689486552567237,796.0,818.0,-0.9361761949390814
P30_ge_0.95,1600,160,10,26,50.25,0.0,0.999736,0.971921,communication_eval,False,p30_upper_bound_below_threshold,0.013511402686660418,292.55142943043217,85.13451772078335,0.0,814.0,814.0,-0.9364885973133396
P30_ge_0.95,1620,135,12,90,50.0,7.5,1.0,0.994183,communication_eval,False,p30_upper_bound_below_threshold,0.01358950328022493,178.80685995356032,81.02619423823342,0.0,815.0,815.0,-0.936410496719775
P30_ge_0.95,1620,135,12,91,50.25,7.5,0.999991,0.993281,communication_eval,False,p30_upper_bound_below_threshold,0.015229615745079663,223.11887620289787,78.17456689548393,0.0,836.0,836.0,-0.9347703842549203
P30_ge_0.95,1620,135,12,91,49.75,7.5,1.0,0.993274,communication_eval,False,p30_upper_bound_below_threshold,0.01358950328022493,222.8339255460873,83.05693784360214,0.0,815.0,815.0,-0.936410496719775
P30_ge_0.95,1620,135,12,90,50.0,15.0,0.999766,0.993268,communication_eval,False,p30_upper_bound_below_threshold,0.01366760387378944,178.8806797773669,81.13076624972389,0.0,816.0,816.0,-0.9363323961262106
P30_ge_0.95,1620,135,12,90,50.25,7.5,1.0,0.993151,communication_eval,False,p30_upper_bound_below_threshold,0.014526710402999063,178.87188103865807,79.82828690938247,0.0,827.0,827.0,-0.9354732895970009
P30_ge_0.95,1620,135,12,90,50.0,0.0,0.999687,0.993112,communication_eval,False,p30_upper_bound_below_threshold,0.013823805060918463,178.72122454926753,82.23354646331961,0.0,818.0,818.0,-0.9361761949390814
P30_ge_0.95,1620,135,12,90,50.0,22.5,0.999256,0.993099,communication_eval,False,p30_upper_bound_below_threshold,0.01366760387378944,219.8408652069739,83.81510272271102,0.0,816.0,816.0,-0.9363323961262106
P30_ge_0.95,1620,135,12,91,49.75,0.0,1.0,0.993085,communication_eval,False,p30_upper_bound_below_threshold,0.014214308028741018,180.03449206890863,82.0782450703736,0.0,823.0,823.0,-0.9357856919712589
P30_ge_0.95,1620,135,12,91,50.25,0.0,0.999995,0.993068,communication_eval,False,p30_upper_bound_below_threshold,0.014761012183692596,180.15787155725332,78.90393987556074,0.0,830.0,830.0,-0.9352389878163073
P30_ge_0.95,1620,135,12,91,49.75,22.5,1.0,0.993055,communication_eval,False,p30_upper_bound_below_threshold,0.013511402686660418,246.1789061483407,83.42805666712091,0.0,814.0,814.0,-0.9364885973133396
P30_ge_0.95,1620,135,12,91,49.75,15.0,1.0,0.993004,communication_eval,False,p30_upper_bound_below_threshold,0.013980006248047485,180.3318420290357,81.69758884147323,0.0,820.0,820.0,-0.9360199937519524
P30_ge_0.95,1620,135,12,91,50.25,15.0,0.999995,0.99285,communication_eval,False,p30_upper_bound_below_threshold,0.015307716338644174,180.28269258448339,78.178697782061,0.0,837.0,837.0,-0.9346922836613558
P30_ge_0.95,1620,135,12,90,50.25,15.0,0.999725,0.992636,communication_eval,False,p30_upper_bound_below_threshold,0.014448609809434552,178.9477895500736,79.5354788585701,0.0,826.0,826.0,-0.9355513901905654
P30_ge_0.95,1620,135,12,91,50.25,22.5,0.999981,0.992612,communication_eval,False,p30_upper_bound_below_threshold,0.014682911590128085,222.83005965853818,79.8743672237585,0.0,829.0,829.0,-0.9353170884098718
P30_ge_0.95,1620,135,12,90,50.25,0.0,0.999568,0.992441,communication_eval,False,p30_upper_bound_below_threshold,0.014526710402999063,178.78591921233846,79.47438309441812,0.0,827.0,827.0,-0.9354732895970009
P30_ge_0.95,1620,135,12,90,49.75,7.5,1.0,0.992378,communication_eval,False,p30_upper_bound_below_threshold,0.013120899718837863,179.29048593914627,83.13861397786151,0.0,809.0,809.0,-0.9368791002811621
P30_ge_0.95,1620,36,45,24,50.0,2.0,0.999961,0.992342,communication_eval,False,p30_upper_bound_below_threshold,0.1013745704467354,59.55610569097461,26.99433842182134,0.0,1939.0,1939.0,-0.8486254295532646
P30_ge_0.95,1620,36,45,24,50.0,0.0,0.999971,0.992266,communication_eval,False,p30_upper_bound_below_threshold,0.10293658231802562,49.37639526869585,26.933030426401885,0.0,1959.0,1959.0,-0.8470634176819744
P30_ge_0.95,1620,36,45,24,50.0,6.0,0.999976,0.992229,communication_eval,False,p30_upper_bound_below_threshold,0.09825054670415495,53.70999276920679,27.030180869872694,0.0,1899.0,1899.0,-0.851749453295845
