stage,planes,sats_per_plane,total_satellites,phase_factor,inclination_deg,raan0_deg,u0_deg,c_min,min_margin,single_coverage_time_rate,strict_double_time_rate,max_uncovered_gap_s,worst_time_s,mean_critical_points,max_critical_points,evaluated_time_steps,stopped_early,backend
screen,2,20,40,1,84.31766494780486,127.64105379581451,17.913122260943055,0,-0.4031209013406132,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,2,20,40,1,70.90122807145524,63.73718647286296,5.439270369708538,0,-0.5084263727891032,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,2,20,40,1,65.13061796849092,140.5601349659264,9.917722726240754,0,-0.4075107261784261,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,2,20,40,1,59.60353520542679,75.65349195152521,14.619152750819921,0,-0.2920199435116959,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,2,20,40,1,75.74373793905436,173.5592108219862,1.106358764693141,0,-0.6389411859165179,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,2,20,40,1,89.75850266504386,18.260073121637106,13.228730466216803,0,-0.8924523374051572,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,2,20,40,1,51.382289117960156,93.31281060352921,8.750269828364253,0,-0.12070340115684319,0.0,0.0,0.0,0.0,41.0,41,1,True,scipy-cKDTree
screen,4,10,40,0,54.1851548943379,75.48185412772,29.20741942897439,0,-0.10147822167933296,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,4,10,40,0,86.6165186014928,31.40826012007892,16.23803547397256,0,-0.250137444695798,0.0,0.0,0.0,0.0,43.0,43,1,True,scipy-cKDTree
screen,4,10,40,0,72.29751917564269,62.26047920063138,25.974512569606304,0,-0.2101250702528481,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,4,10,40,0,63.158147154538845,22.140605114400387,0.6323430463671684,0,-0.16532422130660707,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,4,10,40,0,64.9140734919205,45.128297014161944,13.178952891379595,0,-0.10046064407781463,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,4,10,40,0,76.5291019208418,5.536536471918225,31.70956464484334,0,-0.2283741954466646,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,4,10,40,0,82.98604369707297,81.54316496104002,6.003395386040211,0,-0.2001364609947036,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,4,10,40,0,53.11117160556947,36.588693279773,21.16122157126665,0,-0.09971641925767338,0.0,0.0,0.0,0.0,38.0,38,1,True,scipy-cKDTree
screen,4,10,40,1,84.01993106993028,21.423621056601405,24.625359389930964,0,-0.21618831781041514,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,4,10,40,1,64.39396272844814,80.70023082196712,3.2053002566099167,0,-0.1591322624807069,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,4,10,40,1,55.85783624676669,26.875894172117114,31.693150967359543,0,-0.1661810947731439,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,4,10,40,1,72.59241815136136,52.4024073779583,12.450577307492495,0,-0.2023283134588716,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,4,10,40,1,75.31514004147675,43.399145007133484,8.059285260736942,0,-0.14759194490369132,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,4,10,40,1,53.09382374883531,56.972877038642764,18.084286507219076,0,-0.13592390577180014,0.0,0.0,0.0,0.0,22.0,22,1,True,scipy-cKDTree
screen,4,10,40,1,61.92421136389204,4.196877256035805,16.742058020085096,0,-0.15669192617205674,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,4,10,40,1,86.44855156780937,74.02070584706962,29.08958237618208,0,-0.15113879844791034,0.0,0.0,0.0,0.0,33.0,33,1,True,scipy-cKDTree
screen,4,10,40,2,73.65910520169234,88.96334331482649,5.0305750742554665,0,-0.23838315005076638,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,4,10,40,2,64.07941121987771,15.866308361291885,24.55280154570937,0,-0.12002097206552231,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,4,10,40,2,58.17355892074171,49.598065400496125,11.01876126229763,0,-0.15834062147211148,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,4,10,40,2,79.76951044073057,32.77279053814709,27.426221821457148,0,-0.23649801903261547,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,4,10,40,2,85.1968565328198,61.938493670895696,18.70296698436141,0,-0.2551060688227107,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,4,10,40,2,52.58230348303826,33.75327975489199,1.3553468361496925,0,-0.116467331226483,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,4,10,40,2,59.29572254397462,67.57574893534184,32.819108817726374,0,-0.12585886232932464,0.0,0.0,0.0,0.0,30.0,30,1,True,scipy-cKDTree
screen,4,10,40,2,78.60665864428717,5.662721581757069,14.096416935324669,0,-0.2309423664041097,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,4,10,40,3,82.97210283866681,30.474763121455908,21.953035354614258,0,-0.2582469893859829,0.0,0.0,0.0,0.0,46.0,46,1,True,scipy-cKDTree
screen,4,10,40,3,57.947340005351705,65.73097142390907,6.296819128096104,0,-0.15779034455469676,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,4,10,40,3,60.44679722372343,0.17725051380693913,34.65652160346508,0,-0.18259978237319097,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,4,10,40,3,75.69509029984323,83.26786626130342,9.936618469655514,0,-0.18348540807454716,0.0,0.0,0.0,0.0,38.0,38,1,True,scipy-cKDTree
screen,4,10,40,3,71.54524378299158,15.956031773239374,3.5664046816527843,0,-0.13421031653990168,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,4,10,40,3,64.10924999782424,67.93128504417837,23.83991015329957,0,-0.1302836125612047,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,4,10,40,3,51.54708919069084,43.34763896651566,16.199608471244574,0,-0.10972415101710897,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,4,10,40,3,89.53481658317344,53.11352737247944,27.549983371049166,0,-0.22360090060432924,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,5,8,40,0,63.645846177775475,67.6861269325018,18.37575470097363,0,-0.0691392121025931,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,0,81.66577536672624,13.528054431080818,32.867385344579816,0,-0.06831074898573464,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,5,8,40,0,71.81920571825995,43.23343900591135,10.62366639263928,0,-0.04252909753955558,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,5,8,40,0,53.477316406267505,25.041047103703022,41.85580034740269,0,-0.0626564403137938,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,0,57.20390083620741,48.98609398305416,24.426980763673782,0,-0.06881784623865816,0.0,0.0,0.0,0.0,49.0,49,1,True,scipy-cKDTree
screen,5,8,40,0,75.22398852799373,31.109816506505013,15.560347437858582,0,-0.06130198598202696,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,0,86.0517263298207,56.036148346960545,39.03453782200813,0,-0.05390027835951616,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,5,8,40,0,67.7099955206638,2.12446141988039,2.1774011850357056,0,-0.0921576342256818,0.0,0.0,0.0,0.0,30.0,30,1,True,scipy-cKDTree
screen,5,8,40,1,64.0907593031402,41.73823454976082,8.075652359984815,0,-0.06022387781523364,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,1,83.51804689424432,28.576576575636864,28.698773039504886,0,-0.06437205700782778,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,5,8,40,1,74.2115033719994,63.46150919795036,14.806579733267426,0,-0.06399031843014225,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,1,54.77391309658366,4.5967230051755905,38.41455053072423,0,-0.06947173375805538,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,5,8,40,1,50.71408643869276,56.986480347812176,23.65957968402654,0,-0.053376427627966905,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,1,77.94733165944754,16.701713003218174,1.435330007225275,0,-0.08929266245952783,0.0,0.0,0.0,0.0,41.0,41,1,True,scipy-cKDTree
screen,5,8,40,1,87.90328111185042,53.82132940739393,44.880788549780846,0,-0.06067151693795514,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,5,8,40,1,60.680021569736134,22.114688135683537,20.017759599722922,0,-0.0988526832184069,0.0,0.0,0.0,0.0,30.0,30,1,True,scipy-cKDTree
screen,5,8,40,2,86.65872590209972,10.135971575975418,18.879582309164107,0,-0.07182070892426373,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,5,8,40,2,52.90745332085774,41.13040146231651,30.637251720763743,0,-0.06105961871439047,0.0,0.0,0.0,0.0,44.0,44,1,True,scipy-cKDTree
screen,5,8,40,2,61.36163848019064,18.569006502628326,6.387212555855513,0,-0.07702311368652914,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,5,8,40,2,79.54350335261641,68.6797878742218,39.63580811396241,0,-0.05309267000488149,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,5,8,40,2,70.74024669423703,32.98272521048784,27.538370545953512,0,-0.06644833134557726,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,5,8,40,2,68.13478091424595,54.968644984066486,15.735473055392504,0,-0.08041670613840513,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,2,55.866384758217244,5.424554027616978,37.19474951270968,0,-0.0713109625632804,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,2,84.42891741475938,46.544394828379154,3.991552353836596,0,-0.08461882697300871,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,5,8,40,3,65.67045095807842,4.977112479507923,32.89645361714065,0,-0.09204337998412182,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,5,8,40,3,73.4077590593187,65.73485903441906,20.034437743015587,0,-0.06998587465593498,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,3,81.0750803031705,24.73467580229044,43.765078196302056,0,-0.07316511724573904,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,5,8,40,3,58.00313706665308,49.49243898689747,8.813907341100276,0,-0.03963223649274428,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,3,50.19071510626977,27.51133404672146,13.662748010829091,0,-0.06179302502096484,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,3,88.92838546955025,43.27129436284304,23.79946778062731,0,-0.0754866666669689,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,3,75.98288977257758,11.12821926176548,2.5301082339137793,0,-0.08220331399836289,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,5,8,40,3,63.13622326367044,62.888162948191166,34.580201734788716,0,-0.05654224575798905,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,5,8,40,4,87.08932899985635,58.78303782641888,18.013317100703716,0,-0.06831694874663108,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,5,8,40,4,69.22187830041423,30.541421681642532,32.32129354029894,0,-0.06234547040408822,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,5,8,40,4,56.828997902510906,39.01443996280432,5.400163368321955,0,-0.06945311688422362,0.0,0.0,0.0,0.0,44.0,44,1,True,scipy-cKDTree
screen,5,8,40,4,74.79016216517651,15.505094535648823,36.40735587570816,0,-0.09257708317925284,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,5,8,40,4,70.82782055570433,45.88772360980511,23.508417382836342,0,-0.04953622577321726,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,4,52.351205071786346,8.647188931703568,14.783556908369064,0,-0.055647949217049075,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,5,8,40,4,62.134653287808355,69.92403640598059,44.55906885210425,0,-0.06966045864959969,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,5,8,40,4,80.542915662193,19.415806777775288,7.884986945427954,0,-0.08224733417174723,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,8,5,40,0,74.25995311484795,2.0391325978562236,39.129753023386,0,-0.06374634282794778,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,8,5,40,0,48.56441537521887,44.38776542432606,28.87543708831072,0,-0.05161431008754802,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,0,66.68834424939675,17.948063481599092,54.245730981230736,0,-0.08562141988218908,0.0,0.0,0.0,0.0,48.0,48,1,True,scipy-cKDTree
screen,8,5,40,0,87.39292736655582,25.49321320373565,12.749078772962093,0,-0.1413690188220058,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,0,84.62774192442308,13.813793887384236,18.573819190263748,0,-0.14848596287310678,0.0,0.0,0.0,0.0,22.0,22,1,True,scipy-cKDTree
screen,8,5,40,0,59.05393204068787,32.61301813647151,49.36112708598375,0,-0.08434810616821009,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,8,5,40,0,56.521778504479634,6.167951608076692,2.800568327307701,0,-0.062012174780023854,0.0,0.0,0.0,0.0,44.0,44,1,True,scipy-cKDTree
screen,8,5,40,0,76.69886155348877,37.27341107558459,64.26448526233435,0,-0.08574567854893056,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,1,70.5356754893596,33.81842193659395,29.281750448048115,0,-0.11615558046012064,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,8,5,40,1,53.86692310935725,20.966296498663723,42.97280962765217,0,-0.07203331859225448,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,1,65.9950502539444,24.161574128083885,3.7224070876836777,0,-0.08757355552385393,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,1,80.49144271767736,10.957542196847498,71.41346613317728,0,-0.10304059961406209,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,1,86.36488962288257,32.3879421595484,53.553840547800064,0,-0.13564835124745633,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,8,5,40,1,58.984832002020724,2.7064786478877068,22.14822017401457,0,-0.09812589121292192,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,1,50.65087522925178,42.41833685897291,61.67417570203543,0,-0.0917709926450676,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,8,5,40,1,75.2118801264419,12.385653499513865,12.268554925918579,0,-0.11121516213155413,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,2,84.8075053845948,25.151299322023988,7.013374887406826,0,-0.07030660203820782,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,2,68.52758201444823,13.177904533222318,58.55126331746578,0,-0.08336946335110917,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,8,5,40,2,50.99633010842234,43.35679728537798,21.072059713304043,0,-0.052471312070279885,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,2,72.47559475088238,9.011801853775978,36.61229132115841,0,-0.09293613740765738,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,8,5,40,2,77.04240712360007,35.735180214978755,66.2695275619626,0,-0.06873014707145186,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,8,5,40,2,55.528096173020806,2.5774371111765504,9.948037773370743,0,-0.06040642579143496,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,2,63.9659488457129,31.46000902634114,52.202654488384724,0,-0.03576533407628757,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,8,5,40,2,80.29195923711843,20.936163808219135,31.883525043725967,0,-0.08649573180347736,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,3,86.92198309142037,5.342202968895435,44.93509805202484,0,-0.08242801085639373,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,3,54.506867279305055,28.582746544852853,3.523304432630539,0,-0.11171434504598932,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,3,60.84107264021773,19.280043616890907,67.52351908385754,0,-0.06601698039677018,0.0,0.0,0.0,0.0,44.0,44,1,True,scipy-cKDTree
screen,8,5,40,3,69.87639385738211,36.79327902384102,27.939854219555855,0,-0.10263458937072034,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,8,5,40,3,75.63308430788605,14.371303226798773,15.553380332887173,0,-0.13750688717881054,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,8,5,40,3,66.48620441455381,41.70357543043792,46.141591005027294,0,-0.09649416352392703,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,3,49.45013781107737,5.9841338731348515,24.92199108749628,0,-0.1414853212799938,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,3,81.95649901555242,27.942028334364295,57.338321931660175,0,-0.12634192403748645,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,4,76.27791354606109,22.186256228014827,65.71413528174162,0,-0.09939198689490625,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,4,57.76389386955692,35.55123415309936,12.250731579959393,0,-0.15612437292865744,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,4,64.13815490152011,6.422065095975995,36.81212870031595,0,-0.16281375889011562,0.0,0.0,0.0,0.0,22.0,22,1,True,scipy-cKDTree
screen,8,5,40,4,87.84866651420779,25.400992655195296,18.223724998533726,0,-0.10759080641100416,0.0,0.0,0.0,0.0,38.0,38,1,True,scipy-cKDTree
screen,8,5,40,4,81.95615349020605,5.398499853909016,7.301738306879997,0,-0.08000495053326129,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,4,63.44705730803158,30.013311984948814,61.83833460509777,0,-0.13034694810794278,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,4,49.370886857659414,11.959986258298159,32.25965604186058,0,-0.176518580160838,0.0,0.0,0.0,0.0,40.0,40,1,True,scipy-cKDTree
screen,8,5,40,4,73.07615797034629,42.18874735292047,49.671252340078354,0,-0.07123199836736716,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,5,85.96499490163713,36.744596092030406,4.272935584187508,0,-0.12867045050837778,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,5,54.72554326300157,18.640874256379902,55.05148983746767,0,-0.14273768217936933,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,5,61.10033003215324,23.53841906413436,20.7331508025527,0,-0.12405847757603716,0.0,0.0,0.0,0.0,46.0,46,1,True,scipy-cKDTree
screen,8,5,40,5,71.24939390635046,11.0596310114488,37.47162938117981,0,-0.13405706786796567,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,5,77.3033667570477,29.050653758458793,69.56412975490093,0,-0.09278968512775654,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,5,66.67778097961278,5.321919098496437,16.833894945681095,0,-0.11678320027697753,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,5,52.84464374738608,42.476857588626444,50.01006381958723,0,-0.14495173861767285,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,8,5,40,5,83.93167710901594,13.123103650286794,35.25733146071434,0,-0.10548495027537541,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,6,61.939363824783904,39.759947578422725,35.11549115180969,0,-0.09045536494472017,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,6,84.3764703511325,20.328721753321588,71.90519336611032,0,-0.10615529440773985,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,6,74.28162234088217,31.992282047867775,10.427682124078274,0,-0.09102239559021974,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,6,51.27913743838211,6.958050671964884,46.79386554658413,0,-0.12461497011868206,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,8,5,40,6,54.52128105352015,25.359784201718867,56.35179365426302,0,-0.10089065100351169,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,6,76.23419121993777,0.319705274887383,21.146438509225845,0,-0.09176391714613263,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,6,86.32650318481907,34.53303680755198,40.9457838088274,0,-0.10130150594298026,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,6,65.18404348529096,15.096007017418742,5.3158115074038506,0,-0.11640941982758579,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,7,89.04431075178935,39.85081197693944,69.56411587446928,0,-0.06044320519149893,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,7,54.63353844238305,18.848292496986687,6.547335907816887,0,-0.1091981642225508,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,7,67.1062786907057,29.836658597923815,38.77154675871134,0,-0.11429449483642251,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,8,5,40,7,76.8479946502637,5.659277960658073,29.755316108465195,0,-0.10194680301428005,0.0,0.0,0.0,0.0,12.0,12,1,True,scipy-cKDTree
screen,8,5,40,7,69.86414753978879,26.443018158897758,9.162023194134235,0,-0.11893520030215377,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
screen,8,5,40,7,64.02440322872282,5.605293600820005,54.14302879571915,0,-0.12529073260984736,0.0,0.0,0.0,0.0,48.0,48,1,True,scipy-cKDTree
screen,8,5,40,7,50.254150796899495,38.91792136710137,26.471621118485928,0,-0.07402249532330563,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,8,5,40,7,83.36304791555315,14.92730830796063,53.45317603647709,0,-0.14524071253245263,0.0,0.0,0.0,0.0,22.0,22,1,True,scipy-cKDTree
screen,10,4,40,0,55.79597118921554,14.719563961029053,74.59659774787724,0,-0.06358839969100227,0.0,0.0,0.0,0.0,28.0,28,1,True,scipy-cKDTree
screen,10,4,40,0,89.76711460084684,34.8105403482914,14.723962163552642,0,-0.07258325913172314,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,10,4,40,0,73.37566738181562,4.910877574235201,45.3639114741236,0,-0.22801154272331137,0.0,0.0,0.0,0.0,48.0,48,1,True,scipy-cKDTree
screen,10,4,40,0,60.50125200283311,26.690999764949083,43.866706592962146,0,-0.17785506317894606,0.0,0.0,0.0,0.0,20.0,20,1,True,scipy-cKDTree
screen,10,4,40,0,65.99833555026609,0.6082351841032505,8.258597496896982,0,-0.08776390344443852,0.0,0.0,0.0,0.0,36.0,36,1,True,scipy-cKDTree
