S,M,N,F,i,u0,C1,C2,c_min,max_gap_s,avg_mult
1300,4,325,0,49.0,0.0,0.365806,0.359816,0,17100.0,2.4747
1300,4,325,0,49.0,0.554,0.365507,0.359069,0,17100.0,2.4763
1300,4,325,0,50.0,0.0,0.366924,0.362413,0,17100.0,2.5472
1300,4,325,0,50.0,0.554,0.367145,0.362062,0,17100.0,2.5502
1300,4,325,0,51.0,0.0,0.37294,0.36897,0,18000.0,2.6103
1300,4,325,0,51.0,0.554,0.373069,0.368393,0,18000.0,2.609
1300,4,325,1,49.0,0.0,0.365718,0.359613,0,17100.0,2.4758
1300,4,325,1,49.0,0.554,0.365575,0.359315,0,17100.0,2.4747
1300,4,325,1,50.0,0.0,0.366958,0.362468,0,17100.0,2.549
1300,4,325,1,50.0,0.554,0.366961,0.362417,0,17100.0,2.5485
1300,4,325,1,51.0,0.0,0.372908,0.368793,0,18000.0,2.6098
1300,4,325,1,51.0,0.554,0.373121,0.368537,0,18000.0,2.6114
1300,4,325,2,49.0,0.0,0.365747,0.359537,0,17100.0,2.4753
1300,4,325,2,49.0,0.554,0.365565,0.359348,0,17100.0,2.4757
1300,4,325,2,50.0,0.0,0.367116,0.362455,0,17100.0,2.5504
1300,4,325,2,50.0,0.554,0.366953,0.36202,0,17100.0,2.547
1300,4,325,2,51.0,0.0,0.373082,0.368521,0,18000.0,2.6101
1300,4,325,2,51.0,0.554,0.372928,0.368841,0,18000.0,2.6091
1300,4,325,3,49.0,0.0,0.365726,0.359113,0,17100.0,2.4783
1300,4,325,3,49.0,0.554,0.365568,0.359815,0,17100.0,2.4722
1300,4,325,3,50.0,0.0,0.366836,0.362929,0,17100.0,2.5478
1300,4,325,3,50.0,0.554,0.367083,0.361956,0,17100.0,2.5498
1300,4,325,3,51.0,0.0,0.37322,0.368407,0,18000.0,2.6118
1300,4,325,3,51.0,0.554,0.372809,0.368924,0,18000.0,2.6095
1300,5,260,0,49.0,0.0,0.434886,0.423725,0,14400.0,2.4721
1300,5,260,0,49.0,0.692,0.435033,0.423533,0,14400.0,2.4736
1300,5,260,0,50.0,0.0,0.438005,0.429073,0,14400.0,2.5498
1300,5,260,0,50.0,0.692,0.437871,0.429485,0,14400.0,2.5511
1300,5,260,0,51.0,0.0,0.443617,0.43599,0,14400.0,2.6132
1300,5,260,0,51.0,0.692,0.44395,0.435932,0,14400.0,2.6083
1300,5,260,1,49.0,0.0,0.434566,0.424013,0,14400.0,2.4743
1300,5,260,1,49.0,0.692,0.435085,0.42386,0,14400.0,2.4748
1300,5,260,1,50.0,0.0,0.438271,0.429151,0,14400.0,2.5488
1300,5,260,1,50.0,0.692,0.437806,0.429235,0,14400.0,2.5512
1300,5,260,1,51.0,0.0,0.443894,0.435956,0,14400.0,2.6122
1300,5,260,1,51.0,0.692,0.4439,0.435713,0,14400.0,2.6131
1300,5,260,2,49.0,0.0,0.434755,0.423842,0,14400.0,2.4745
1300,5,260,2,49.0,0.692,0.43507,0.423641,0,14400.0,2.4733
1300,5,260,2,50.0,0.0,0.437857,0.429219,0,14400.0,2.5478
1300,5,260,2,50.0,0.692,0.437777,0.429728,0,14400.0,2.5534
1300,5,260,2,51.0,0.0,0.44367,0.435617,0,14400.0,2.6094
1300,5,260,2,51.0,0.692,0.443931,0.435977,0,14400.0,2.6132
1300,5,260,3,49.0,0.0,0.434906,0.423854,0,14400.0,2.4706
1300,5,260,3,49.0,0.692,0.434912,0.424025,0,14400.0,2.478
1300,5,260,3,50.0,0.0,0.438215,0.428627,0,14400.0,2.5464
1300,5,260,3,50.0,0.692,0.4379,0.429622,0,14400.0,2.5531
1300,5,260,3,51.0,0.0,0.444002,0.43575,0,14400.0,2.615
1300,5,260,3,51.0,0.692,0.443811,0.435715,0,14400.0,2.608
1300,5,260,4,49.0,0.0,0.435123,0.423623,0,14400.0,2.476
1300,5,260,4,49.0,0.692,0.435044,0.423694,0,14400.0,2.4693
1300,5,260,4,50.0,0.0,0.438238,0.428932,0,14400.0,2.5577
1300,5,260,4,50.0,0.692,0.437813,0.429704,0,14400.0,2.5432
1300,5,260,4,51.0,0.0,0.44366,0.436121,0,14400.0,2.6223
1300,5,260,4,51.0,0.692,0.443976,0.435486,0,14400.0,2.5992
1300,10,130,0,49.0,0.0,0.716339,0.649823,0,5400.0,2.475
1300,10,130,0,49.0,1.385,0.715848,0.650246,0,5400.0,2.4692
1300,10,130,0,50.0,0.0,0.724487,0.677151,0,6300.0,2.5453
1300,10,130,0,50.0,1.385,0.725492,0.678641,0,6300.0,2.5511
1300,10,130,0,51.0,0.0,0.704451,0.661585,0,5400.0,2.6132
1300,10,130,0,51.0,1.385,0.704874,0.661595,0,5400.0,2.6112
1300,10,130,1,49.0,0.0,0.715843,0.650016,0,5400.0,2.4744
1300,10,130,1,49.0,1.385,0.716338,0.650388,0,5400.0,2.4768
1300,10,130,1,50.0,0.0,0.725253,0.679,0,6300.0,2.5487
1300,10,130,1,50.0,1.385,0.725163,0.678765,0,6300.0,2.5491
1300,10,130,1,51.0,0.0,0.704754,0.662447,0,5400.0,2.611
1300,10,130,1,51.0,1.385,0.704615,0.662527,0,5400.0,2.6089
1300,10,130,2,49.0,0.0,0.716082,0.649592,0,5400.0,2.4759
1300,10,130,2,49.0,1.385,0.715687,0.650221,0,5400.0,2.4754
1300,10,130,2,50.0,0.0,0.724937,0.678864,0,6300.0,2.5518
1300,10,130,2,50.0,1.385,0.72468,0.679391,0,6300.0,2.5524
1300,10,130,2,51.0,0.0,0.704754,0.662467,0,5400.0,2.6167
1300,10,130,2,51.0,1.385,0.704416,0.662473,0,5400.0,2.6148
1300,10,130,3,49.0,0.0,0.716019,0.649019,0,5400.0,2.4756
1300,10,130,3,49.0,1.385,0.716214,0.649129,0,5400.0,2.4747
1300,10,130,3,50.0,0.0,0.72498,0.679247,0,6300.0,2.5489
1300,10,130,3,50.0,1.385,0.724789,0.679508,0,6300.0,2.5489
1300,10,130,3,51.0,0.0,0.704662,0.6619,0,5400.0,2.6106
1300,10,130,3,51.0,1.385,0.704924,0.661386,0,5400.0,2.6119
1300,10,130,5,49.0,0.0,0.716309,0.649031,0,5400.0,2.4725
1300,10,130,5,49.0,1.385,0.715878,0.649123,0,5400.0,2.4717
1300,10,130,5,50.0,0.0,0.72478,0.677823,0,6300.0,2.5479
1300,10,130,5,50.0,1.385,0.724714,0.678173,0,6300.0,2.5485
1300,10,130,5,51.0,0.0,0.704624,0.661799,0,5400.0,2.6116
1300,10,130,5,51.0,1.385,0.704701,0.661842,0,5400.0,2.6129
1300,10,130,7,49.0,0.0,0.715729,0.649467,0,5400.0,2.4751
1300,10,130,7,49.0,1.385,0.71604,0.649771,0,5400.0,2.4762
1300,10,130,7,50.0,0.0,0.724447,0.678712,0,6300.0,2.552
1300,10,130,7,50.0,1.385,0.724238,0.679071,0,6300.0,2.5522
1300,10,130,7,51.0,0.0,0.704553,0.661512,0,5400.0,2.615
1300,10,130,7,51.0,1.385,0.704618,0.662631,0,5400.0,2.6166
1300,10,130,8,49.0,0.0,0.716364,0.648549,0,5400.0,2.4755
1300,10,130,8,49.0,1.385,0.715869,0.649439,0,5400.0,2.4748
1300,10,130,8,50.0,0.0,0.724429,0.678671,0,6300.0,2.5491
1300,10,130,8,50.0,1.385,0.724594,0.678771,0,6300.0,2.5487
1300,10,130,8,51.0,0.0,0.7049,0.661315,0,5400.0,2.6105
1300,10,130,8,51.0,1.385,0.704686,0.662139,0,5400.0,2.612
1300,10,130,9,49.0,0.0,0.715977,0.650564,0,5400.0,2.4698
1300,10,130,9,49.0,1.385,0.71609,0.650703,0,5400.0,2.4679
1300,10,130,9,50.0,0.0,0.724467,0.680429,0,6300.0,2.5434
1300,10,130,9,50.0,1.385,0.724544,0.680429,0,6300.0,2.5429
1300,10,130,9,51.0,0.0,0.704428,0.661875,0,5400.0,2.6098
1300,10,130,9,51.0,1.385,0.70445,0.662409,0,5400.0,2.6104
1300,13,100,0,49.0,0.0,0.793041,0.692934,0,4500.0,2.4717
1300,13,100,0,49.0,1.8,0.793391,0.692506,0,4500.0,2.4736
1300,13,100,0,50.0,0.0,0.804806,0.721173,0,4500.0,2.5476
1300,13,100,0,50.0,1.8,0.804614,0.721154,0,4500.0,2.5472
1300,13,100,0,51.0,0.0,0.788728,0.722574,0,4500.0,2.6062
1300,13,100,0,51.0,1.8,0.789429,0.722203,0,4500.0,2.6099
1300,13,100,1,49.0,0.0,0.793402,0.691663,0,4500.0,2.4754
1300,13,100,1,49.0,1.8,0.793395,0.68999,0,4500.0,2.4714
1300,13,100,1,50.0,0.0,0.804397,0.72328,0,4500.0,2.5473
1300,13,100,1,50.0,1.8,0.805198,0.721334,0,4500.0,2.5475
1300,13,100,1,51.0,0.0,0.78979,0.72322,0,4500.0,2.6094
1300,13,100,1,51.0,1.8,0.789335,0.723028,0,4500.0,2.6093
1300,13,100,2,49.0,0.0,0.793304,0.690493,0,4500.0,2.473
1300,13,100,2,49.0,1.8,0.792629,0.690881,0,4500.0,2.4734
1300,13,100,2,50.0,0.0,0.804998,0.722971,0,4500.0,2.5519
1300,13,100,2,50.0,1.8,0.804105,0.72199,0,4500.0,2.5447
1300,13,100,2,51.0,0.0,0.788999,0.72322,0,4500.0,2.6112
1300,13,100,2,51.0,1.8,0.789533,0.722359,0,4500.0,2.6061
1300,13,100,3,49.0,0.0,0.792841,0.692252,0,4500.0,2.4737
1300,13,100,3,49.0,1.8,0.794417,0.69162,0,4500.0,2.4745
1300,13,100,3,50.0,0.0,0.804927,0.722364,0,4500.0,2.5484
1300,13,100,3,50.0,1.8,0.804555,0.72188,0,4500.0,2.547
1300,13,100,3,51.0,0.0,0.788893,0.721715,0,4500.0,2.6082
1300,13,100,3,51.0,1.8,0.789243,0.722171,0,4500.0,2.6095
1300,13,100,4,49.0,0.0,0.792695,0.694603,0,4500.0,2.4733
1300,13,100,4,49.0,1.8,0.795095,0.690708,0,4500.0,2.4772
1300,13,100,4,50.0,0.0,0.803464,0.722887,0,4500.0,2.5424
1300,13,100,4,50.0,1.8,0.805039,0.725269,0,4500.0,2.5485
1300,13,100,4,51.0,0.0,0.789721,0.723192,0,4500.0,2.6091
1300,13,100,4,51.0,1.8,0.789512,0.723094,0,4500.0,2.6098
1300,13,100,6,49.0,0.0,0.793452,0.690465,0,4500.0,2.4736
1300,13,100,6,49.0,1.8,0.793301,0.691173,0,4500.0,2.4715
1300,13,100,6,50.0,0.0,0.804572,0.723338,0,4500.0,2.5484
1300,13,100,6,50.0,1.8,0.804728,0.722491,0,4500.0,2.547
1300,13,100,6,51.0,0.0,0.789151,0.72237,0,4500.0,2.6042
1300,13,100,6,51.0,1.8,0.789534,0.723028,0,4500.0,2.6082
1300,13,100,9,49.0,0.0,0.79323,0.69004,0,4500.0,2.4733
1300,13,100,9,49.0,1.8,0.792877,0.689989,0,4500.0,2.471
1300,13,100,9,50.0,0.0,0.804194,0.722306,0,4500.0,2.5483
1300,13,100,9,50.0,1.8,0.804932,0.722596,0,4500.0,2.55
1300,13,100,9,51.0,0.0,0.789737,0.722088,0,4500.0,2.6078
1300,13,100,9,51.0,1.8,0.789154,0.722243,0,4500.0,2.6084
1300,13,100,11,49.0,0.0,0.792767,0.688878,0,4500.0,2.4747
1300,13,100,11,49.0,1.8,0.792552,0.689846,0,4500.0,2.4741
1300,13,100,11,50.0,0.0,0.804337,0.721349,0,4500.0,2.5497
1300,13,100,11,50.0,1.8,0.805084,0.721014,0,4500.0,2.5483
1300,13,100,11,51.0,0.0,0.789665,0.722245,0,4500.0,2.6091
1300,13,100,11,51.0,1.8,0.789083,0.722389,0,4500.0,2.6071
1300,13,100,12,49.0,0.0,0.792938,0.689177,0,4500.0,2.4739
1300,13,100,12,49.0,1.8,0.793558,0.68892,0,4500.0,2.4744
1300,13,100,12,50.0,0.0,0.804387,0.72016,0,4500.0,2.5459
1300,13,100,12,50.0,1.8,0.804984,0.72161,0,4500.0,2.5483
1300,13,100,12,51.0,0.0,0.789695,0.721954,0,4500.0,2.6075
1300,13,100,12,51.0,1.8,0.789643,0.722348,0,4500.0,2.6081
1300,20,65,0,49.0,0.0,0.931692,0.739181,0,1800.0,2.4751
1300,20,65,0,49.0,2.769,0.930816,0.739429,0,1800.0,2.4747
1300,20,65,0,50.0,0.0,0.93363,0.783179,0,1800.0,2.5435
1300,20,65,0,50.0,2.769,0.934554,0.786992,0,1800.0,2.5485
1300,20,65,0,51.0,0.0,0.939532,0.763311,0,1800.0,2.6152
1300,20,65,0,51.0,2.769,0.938514,0.764843,0,1800.0,2.6071
1300,20,65,1,49.0,0.0,0.931864,0.74342,0,1800.0,2.4757
1300,20,65,1,49.0,2.769,0.931934,0.744236,0,2700.0,2.4737
1300,20,65,1,50.0,0.0,0.933393,0.790657,0,1800.0,2.5518
1300,20,65,1,50.0,2.769,0.933593,0.790534,0,1800.0,2.5511
1300,20,65,1,51.0,0.0,0.93797,0.766172,0,1800.0,2.6184
1300,20,65,1,51.0,2.769,0.938502,0.765696,0,1800.0,2.6175
1300,20,65,3,49.0,0.0,0.931389,0.734842,0,2700.0,2.4735
1300,20,65,3,49.0,2.769,0.932332,0.737688,0,2700.0,2.4765
1300,20,65,3,50.0,0.0,0.933183,0.783431,0,1800.0,2.548
1300,20,65,3,50.0,2.769,0.933417,0.783112,0,1800.0,2.5488
1300,20,65,3,51.0,0.0,0.94045,0.760813,0,1800.0,2.6093
1300,20,65,3,51.0,2.769,0.940473,0.758754,0,1800.0,2.6097
1300,20,65,5,49.0,0.0,0.933281,0.735609,0,2700.0,2.4735
1300,20,65,5,49.0,2.769,0.933484,0.736483,0,2700.0,2.4738
1300,20,65,5,50.0,0.0,0.934586,0.782028,0,1800.0,2.5472
1300,20,65,5,50.0,2.769,0.934631,0.78303,0,1800.0,2.5483
1300,20,65,5,51.0,0.0,0.93771,0.761536,0,1800.0,2.6106
1300,20,65,5,51.0,2.769,0.938128,0.761412,0,1800.0,2.612
1300,20,65,7,49.0,0.0,0.936113,0.733558,0,2700.0,2.4701
1300,20,65,7,49.0,2.769,0.934235,0.732975,0,2700.0,2.4663
1300,20,65,7,50.0,0.0,0.934563,0.781211,0,1800.0,2.5435
1300,20,65,7,50.0,2.769,0.935677,0.78196,0,1800.0,2.5412
1300,20,65,7,51.0,0.0,0.93985,0.761742,0,1800.0,2.611
1300,20,65,7,51.0,2.769,0.939339,0.761856,0,1800.0,2.6091
1300,20,65,10,49.0,0.0,0.936833,0.728072,0,3600.0,2.4769
1300,20,65,10,49.0,2.769,0.935238,0.727445,0,3600.0,2.4729
1300,20,65,10,50.0,0.0,0.93264,0.7804,0,1800.0,2.5466
1300,20,65,10,50.0,2.769,0.933187,0.77908,0,1800.0,2.5453
1300,20,65,10,51.0,0.0,0.937843,0.761366,0,1800.0,2.6118
1300,20,65,10,51.0,2.769,0.93764,0.760983,0,1800.0,2.6105
1300,20,65,13,49.0,0.0,0.934507,0.73664,0,1800.0,2.4742
1300,20,65,13,49.0,2.769,0.935325,0.737415,0,1800.0,2.4759
1300,20,65,13,50.0,0.0,0.932891,0.786808,0,1800.0,2.5486
1300,20,65,13,50.0,2.769,0.932101,0.786665,0,1800.0,2.5482
1300,20,65,13,51.0,0.0,0.939171,0.765623,0,1800.0,2.6077
1300,20,65,13,51.0,2.769,0.939178,0.767137,0,1800.0,2.6114
1300,20,65,17,49.0,0.0,0.932572,0.733907,0,1800.0,2.4684
1300,20,65,17,49.0,2.769,0.93272,0.734431,0,1800.0,2.468
1300,20,65,17,50.0,0.0,0.93528,0.780044,0,1800.0,2.542
1300,20,65,17,50.0,2.769,0.935033,0.780074,0,1800.0,2.5426
1300,20,65,17,51.0,0.0,0.938167,0.758195,0,1800.0,2.6101
1300,20,65,17,51.0,2.769,0.9382,0.758647,0,1800.0,2.6101
1300,20,65,19,49.0,0.0,0.930928,0.731934,0,2700.0,2.4741
1300,20,65,19,49.0,2.769,0.932479,0.730251,0,2700.0,2.4747
1300,20,65,19,50.0,0.0,0.935422,0.774125,0,1800.0,2.5476
1300,20,65,19,50.0,2.769,0.934907,0.774038,0,1800.0,2.5477
1300,20,65,19,51.0,0.0,0.939981,0.752905,0,1800.0,2.6117
1300,20,65,19,51.0,2.769,0.939427,0.752315,0,1800.0,2.61
1300,25,52,0,49.0,0.0,0.949566,0.812066,0,3600.0,2.4759
1300,25,52,0,49.0,3.462,0.949437,0.811523,0,3600.0,2.4753
1300,25,52,0,50.0,0.0,0.961574,0.840488,0,900.0,2.5495
1300,25,52,0,50.0,3.462,0.961545,0.839859,0,900.0,2.5488
1300,25,52,0,51.0,0.0,0.964047,0.821077,0,900.0,2.6107
1300,25,52,0,51.0,3.462,0.963216,0.818678,0,900.0,2.6091
1300,25,52,1,49.0,0.0,0.946162,0.813633,0,4500.0,2.4732
1300,25,52,1,49.0,3.462,0.945724,0.811434,0,4500.0,2.4706
1300,25,52,1,50.0,0.0,0.958378,0.850271,0,1800.0,2.5494
1300,25,52,1,50.0,3.462,0.959076,0.846478,0,1800.0,2.5487
1300,25,52,1,51.0,0.0,0.962609,0.829966,0,1800.0,2.6108
1300,25,52,1,51.0,3.462,0.963168,0.826944,0,1800.0,2.6097
1300,25,52,4,49.0,0.0,0.949612,0.804133,0,4500.0,2.4713
1300,25,52,4,49.0,3.462,0.950354,0.802915,0,4500.0,2.4735
1300,25,52,4,50.0,0.0,0.957882,0.84455,0,900.0,2.5483
1300,25,52,4,50.0,3.462,0.958599,0.843636,0,1800.0,2.5483
1300,25,52,4,51.0,0.0,0.963098,0.826298,0,900.0,2.6105
1300,25,52,4,51.0,3.462,0.963811,0.825048,0,900.0,2.6071
1300,25,52,6,49.0,0.0,0.95143,0.801062,0,2700.0,2.4729
1300,25,52,6,49.0,3.462,0.951844,0.800414,0,2700.0,2.4762
1300,25,52,6,50.0,0.0,0.960889,0.838165,0,900.0,2.5477
1300,25,52,6,50.0,3.462,0.960736,0.838642,0,1800.0,2.5486
1300,25,52,6,51.0,0.0,0.963328,0.82806,0,900.0,2.6093
1300,25,52,6,51.0,3.462,0.964297,0.827049,0,900.0,2.6073
1300,25,52,8,49.0,0.0,0.952095,0.80353,0,1800.0,2.474
1300,25,52,8,49.0,3.462,0.95229,0.803738,0,1800.0,2.4742
1300,25,52,8,50.0,0.0,0.961435,0.84054,0,1800.0,2.5493
1300,25,52,8,50.0,3.462,0.961437,0.840286,0,900.0,2.5488
1300,25,52,8,51.0,0.0,0.964517,0.825471,0,900.0,2.6096
1300,25,52,8,51.0,3.462,0.964428,0.825265,0,900.0,2.6089
1300,25,52,12,49.0,0.0,0.947204,0.803204,0,1800.0,2.4728
1300,25,52,12,49.0,3.462,0.946823,0.804913,0,1800.0,2.4725
1300,25,52,12,50.0,0.0,0.957131,0.84015,0,1800.0,2.5495
1300,25,52,12,50.0,3.462,0.957327,0.840921,0,900.0,2.548
1300,25,52,12,51.0,0.0,0.963192,0.822265,0,1800.0,2.6107
1300,25,52,12,51.0,3.462,0.963407,0.822231,0,1800.0,2.6102
1300,25,52,17,49.0,0.0,0.941123,0.808505,0,2700.0,2.4727
1300,25,52,17,49.0,3.462,0.940521,0.809675,0,2700.0,2.474
1300,25,52,17,50.0,0.0,0.957326,0.84042,0,1800.0,2.549
1300,25,52,17,50.0,3.462,0.957337,0.840619,0,1800.0,2.5499
1300,25,52,17,51.0,0.0,0.96524,0.820754,0,900.0,2.6095
1300,25,52,17,51.0,3.462,0.965107,0.821423,0,1800.0,2.6101
1300,25,52,21,49.0,0.0,0.945611,0.800581,0,3600.0,2.4744
1300,25,52,21,49.0,3.462,0.947748,0.799138,0,3600.0,2.4742
1300,25,52,21,50.0,0.0,0.961403,0.830756,0,900.0,2.549
1300,25,52,21,50.0,3.462,0.96144,0.828145,0,900.0,2.5463
1300,25,52,21,51.0,0.0,0.964586,0.820858,0,900.0,2.6112
1300,25,52,21,51.0,3.462,0.963146,0.819393,0,900.0,2.6065
1300,25,52,24,49.0,0.0,0.939226,0.826078,0,3600.0,2.4727
1300,25,52,24,49.0,3.462,0.939934,0.824996,0,3600.0,2.4731
1300,25,52,24,50.0,0.0,0.954602,0.857613,0,1800.0,2.5462
1300,25,52,24,50.0,3.462,0.954894,0.857635,0,1800.0,2.5492
1300,25,52,24,51.0,0.0,0.961013,0.838532,0,1800.0,2.611
1300,25,52,24,51.0,3.462,0.961387,0.837259,0,1800.0,2.6078
1300,26,50,0,49.0,0.0,0.956942,0.828169,0,1800.0,2.4736
1300,26,50,0,49.0,3.6,0.9569,0.828233,0,900.0,2.473
1300,26,50,0,50.0,0.0,0.96967,0.857776,0,1800.0,2.5481
1300,26,50,0,50.0,3.6,0.969215,0.858634,0,1800.0,2.5483
1300,26,50,0,51.0,0.0,0.968131,0.84521,0,1800.0,2.6086
1300,26,50,0,51.0,3.6,0.967976,0.84585,0,1800.0,2.607
1300,26,50,1,49.0,0.0,0.963886,0.806984,0,900.0,2.4738
1300,26,50,1,49.0,3.6,0.964721,0.806379,0,900.0,2.473
1300,26,50,1,50.0,0.0,0.978084,0.837983,0,900.0,2.5514
1300,26,50,1,50.0,3.6,0.978972,0.836444,0,900.0,2.5494
1300,26,50,1,51.0,0.0,0.975904,0.829989,0,900.0,2.6123
1300,26,50,1,51.0,3.6,0.976028,0.829475,0,900.0,2.6103
1300,26,50,4,49.0,0.0,0.964026,0.820192,0,1800.0,2.4804
1300,26,50,4,49.0,3.6,0.965192,0.815922,0,1800.0,2.4749
1300,26,50,4,50.0,0.0,0.969405,0.863709,0,1800.0,2.551
1300,26,50,4,50.0,3.6,0.970733,0.858312,0,1800.0,2.5486
1300,26,50,4,51.0,0.0,0.968025,0.850277,0,1800.0,2.6042
1300,26,50,4,51.0,3.6,0.970831,0.84755,0,1800.0,2.6057
1300,26,50,6,49.0,0.0,0.967902,0.808209,0,1800.0,2.4728
1300,26,50,6,49.0,3.6,0.967477,0.808456,0,1800.0,2.473
1300,26,50,6,50.0,0.0,0.974776,0.851216,0,1800.0,2.5483
1300,26,50,6,50.0,3.6,0.973706,0.850352,0,1800.0,2.5469
1300,26,50,6,51.0,0.0,0.972253,0.845955,0,1800.0,2.6103
1300,26,50,6,51.0,3.6,0.972584,0.84326,0,1800.0,2.6087
1300,26,50,9,49.0,0.0,0.970497,0.803831,0,1800.0,2.4732
1300,26,50,9,49.0,3.6,0.970843,0.803777,0,1800.0,2.4747
1300,26,50,9,50.0,0.0,0.970293,0.850685,0,1800.0,2.5502
1300,26,50,9,50.0,3.6,0.970081,0.850537,0,1800.0,2.5496
1300,26,50,9,51.0,0.0,0.96896,0.846208,0,1800.0,2.6111
1300,26,50,9,51.0,3.6,0.969003,0.845513,0,1800.0,2.6073
1300,26,50,13,49.0,0.0,0.964559,0.813039,0,1800.0,2.4724
1300,26,50,13,49.0,3.6,0.964557,0.812397,0,1800.0,2.4743
1300,26,50,13,50.0,0.0,0.974262,0.852098,0,1800.0,2.5481
1300,26,50,13,50.0,3.6,0.973916,0.851364,0,1800.0,2.5483
1300,26,50,13,51.0,0.0,0.971971,0.84062,0,900.0,2.606
1300,26,50,13,51.0,3.6,0.972032,0.842933,0,900.0,2.6096
1300,26,50,17,49.0,0.0,0.959125,0.812834,0,900.0,2.4773
1300,26,50,17,49.0,3.6,0.959732,0.812958,0,900.0,2.478
1300,26,50,17,50.0,0.0,0.970336,0.846308,0,1800.0,2.5504
1300,26,50,17,50.0,3.6,0.970822,0.845533,0,900.0,2.5491
1300,26,50,17,51.0,0.0,0.9684,0.83756,0,1800.0,2.6043
1300,26,50,17,51.0,3.6,0.96866,0.837582,0,1800.0,2.6056
1300,26,50,22,49.0,0.0,0.953251,0.81167,0,900.0,2.4743
1300,26,50,22,49.0,3.6,0.955724,0.803174,0,1800.0,2.4736
1300,26,50,22,50.0,0.0,0.972782,0.840454,0,900.0,2.5538
1300,26,50,22,50.0,3.6,0.973156,0.832901,0,900.0,2.546
1300,26,50,22,51.0,0.0,0.973173,0.839872,0,1800.0,2.6136
1300,26,50,22,51.0,3.6,0.971801,0.83515,0,900.0,2.6049
1300,26,50,25,49.0,0.0,0.960373,0.808309,0,1800.0,2.4704
1300,26,50,25,49.0,3.6,0.959487,0.810879,0,1800.0,2.4757
1300,26,50,25,50.0,0.0,0.976419,0.841147,0,900.0,2.5498
1300,26,50,25,50.0,3.6,0.975825,0.840397,0,900.0,2.5474
1300,26,50,25,51.0,0.0,0.972537,0.840944,0,900.0,2.6079
1300,26,50,25,51.0,3.6,0.97211,0.840992,0,900.0,2.6108
1300,50,26,0,49.0,0.0,0.970665,0.768908,0,2700.0,2.4747
1300,50,26,0,49.0,6.923,0.970795,0.769258,0,2700.0,2.4767
1300,50,26,0,50.0,0.0,0.979251,0.810971,0,2700.0,2.5511
1300,50,26,0,50.0,6.923,0.978957,0.808885,0,2700.0,2.5468
1300,50,26,0,51.0,0.0,0.979531,0.800566,0,2700.0,2.6115
1300,50,26,0,51.0,6.923,0.979939,0.799992,0,2700.0,2.6094
1300,50,26,1,49.0,0.0,0.969083,0.785401,0,2700.0,2.4714
1300,50,26,1,49.0,6.923,0.96996,0.782711,0,2700.0,2.4736
1300,50,26,1,50.0,0.0,0.976413,0.818497,0,2700.0,2.5492
1300,50,26,1,50.0,6.923,0.977427,0.816379,0,2700.0,2.5456
1300,50,26,1,51.0,0.0,0.968108,0.810755,0,2700.0,2.6099
1300,50,26,1,51.0,6.923,0.969218,0.80985,0,2700.0,2.6079
1300,50,26,8,49.0,0.0,0.960121,0.867937,0,2700.0,2.472
1300,50,26,8,49.0,6.923,0.960098,0.868862,0,2700.0,2.4735
1300,50,26,8,50.0,0.0,0.981792,0.897059,0,900.0,2.5474
1300,50,26,8,50.0,6.923,0.981943,0.897643,0,900.0,2.5482
1300,50,26,8,51.0,0.0,0.985048,0.888644,0,900.0,2.6112
1300,50,26,8,51.0,6.923,0.98489,0.888866,0,900.0,2.6098
1300,50,26,12,49.0,0.0,0.938338,0.856584,0,4500.0,2.4746
1300,50,26,12,49.0,6.923,0.937977,0.858044,0,4500.0,2.472
1300,50,26,12,50.0,0.0,0.961968,0.887937,0,900.0,2.5445
1300,50,26,12,50.0,6.923,0.9608,0.889772,0,900.0,2.5485
1300,50,26,12,51.0,0.0,0.973027,0.876029,0,900.0,2.6136
1300,50,26,12,51.0,6.923,0.971801,0.87547,0,900.0,2.6112
1300,50,26,17,49.0,0.0,0.938149,0.758195,0,1800.0,2.4751
1300,50,26,17,49.0,6.923,0.939847,0.757038,0,1800.0,2.4789
1300,50,26,17,50.0,0.0,0.946965,0.801029,0,1800.0,2.5502
1300,50,26,17,50.0,6.923,0.94815,0.800587,0,900.0,2.5486
1300,50,26,17,51.0,0.0,0.958037,0.792414,0,900.0,2.6081
1300,50,26,17,51.0,6.923,0.959305,0.79329,0,900.0,2.6089
1300,50,26,25,49.0,0.0,0.907898,0.726373,0,2700.0,2.4757
1300,50,26,25,49.0,6.923,0.908271,0.726743,0,2700.0,2.4757
1300,50,26,25,50.0,0.0,0.931958,0.766533,0,1800.0,2.5492
1300,50,26,25,50.0,6.923,0.932016,0.765913,0,1800.0,2.5486
1300,50,26,25,51.0,0.0,0.93441,0.766155,0,1800.0,2.6108
1300,50,26,25,51.0,6.923,0.934322,0.765792,0,1800.0,2.6102
1300,50,26,33,49.0,0.0,0.802752,0.661374,0,7200.0,2.4727
1300,50,26,33,49.0,6.923,0.802248,0.660077,0,7200.0,2.4728
1300,50,26,33,50.0,0.0,0.818084,0.669549,0,5400.0,2.5501
1300,50,26,33,50.0,6.923,0.817918,0.670397,0,5400.0,2.5456
1300,50,26,33,51.0,0.0,0.826305,0.672998,0,4500.0,2.6102
1300,50,26,33,51.0,6.923,0.826355,0.670536,0,4500.0,2.6108
