S,M,N,F,i,u0,C1,C2,c_min,max_gap_s,avg_mult
1640,40,41,33,50.0,6.585,1.0,0.993082,1,0.0,3.2764
1640,41,40,34,50.0,0.0,1.0,0.990448,1,0.0,3.2757
1640,41,40,34,50.0,2.25,1.0,0.990449,1,0.0,3.276
1640,41,40,34,50.0,4.5,1.0,0.990483,1,0.0,3.2762
1640,41,40,34,50.0,6.75,1.0,0.990469,1,0.0,3.2759
1640,41,40,34,50.0,0.0,1.0,0.990448,1,0.0,3.2757
1640,41,40,34,50.0,2.25,1.0,0.990449,1,0.0,3.276
1640,41,40,34,50.0,4.5,1.0,0.990483,1,0.0,3.2762
1640,41,40,34,50.0,6.75,1.0,0.990469,1,0.0,3.2759
1640,40,41,33,51.0,0.0,1.0,0.991045,1,0.0,3.2622
1640,40,41,33,51.0,2.195,1.0,0.990863,1,0.0,3.2618
1640,40,41,33,51.0,4.39,1.0,0.991074,1,0.0,3.2616
1640,40,41,33,51.0,6.585,1.0,0.991048,1,0.0,3.2625
1640,40,41,33,51.0,0.0,1.0,0.991045,1,0.0,3.2622
1640,40,41,33,51.0,2.195,1.0,0.990863,1,0.0,3.2618
1640,40,41,33,51.0,4.39,1.0,0.991074,1,0.0,3.2616
1640,40,41,33,51.0,6.585,1.0,0.991048,1,0.0,3.2625
1640,41,40,40,50.0,0.0,0.999976,0.989305,0,300.0,3.2766
1640,41,40,40,50.0,2.25,0.999986,0.989141,0,300.0,3.2758
1640,41,40,40,50.0,4.5,0.999995,0.989121,0,300.0,3.2759
1640,41,40,40,50.0,6.75,0.99999,0.989269,0,300.0,3.2764
1640,40,41,39,51.0,0.0,1.0,0.989139,1,0.0,3.2616
1640,40,41,39,51.0,2.195,1.0,0.989142,1,0.0,3.262
1640,40,41,39,51.0,4.39,1.0,0.989191,1,0.0,3.2623
1640,40,41,39,51.0,6.585,1.0,0.98926,1,0.0,3.2627
1640,41,40,1,50.0,0.0,1.0,0.988412,1,0.0,3.277
1640,41,40,1,50.0,2.25,1.0,0.988537,1,0.0,3.2762
1640,41,40,1,50.0,4.5,1.0,0.98872,1,0.0,3.2757
1640,41,40,1,50.0,6.75,1.0,0.98848,1,0.0,3.2769
1640,40,41,1,50.0,0.0,1.0,0.989339,1,0.0,3.2758
1640,40,41,1,50.0,2.195,1.0,0.989467,1,0.0,3.2758
1640,40,41,1,50.0,4.39,1.0,0.98935,1,0.0,3.2754
1640,40,41,1,50.0,6.585,1.0,0.989294,1,0.0,3.2762
1640,40,41,1,50.0,0.0,1.0,0.989339,1,0.0,3.2758
1640,40,41,1,50.0,2.195,1.0,0.989467,1,0.0,3.2758
1640,40,41,1,50.0,4.39,1.0,0.98935,1,0.0,3.2754
1640,40,41,1,50.0,6.585,1.0,0.989294,1,0.0,3.2762
1640,41,40,1,50.0,0.0,1.0,0.988412,1,0.0,3.277
1640,41,40,1,50.0,2.25,1.0,0.988537,1,0.0,3.2762
1640,41,40,1,50.0,4.5,1.0,0.98872,1,0.0,3.2757
1640,41,40,1,50.0,6.75,1.0,0.98848,1,0.0,3.2769
1640,40,41,39,50.0,0.0,0.999761,0.991887,0,300.0,3.2757
1640,40,41,39,50.0,2.195,0.999785,0.991718,0,300.0,3.2755
1640,40,41,39,50.0,4.39,0.999765,0.991886,0,300.0,3.2759
1640,40,41,39,50.0,6.585,0.99977,0.991897,0,300.0,3.2759
1640,40,41,39,50.0,0.0,0.999761,0.991887,0,300.0,3.2757
1640,40,41,39,50.0,2.195,0.999785,0.991718,0,300.0,3.2755
1640,40,41,39,50.0,4.39,0.999765,0.991886,0,300.0,3.2759
1640,40,41,39,50.0,6.585,0.99977,0.991897,0,300.0,3.2759
1640,40,41,32,49.75,0.0,0.999995,0.992241,0,300.0,3.2705
1640,40,41,32,49.75,2.195,0.99999,0.992135,0,300.0,3.2706
1640,40,41,32,49.75,4.39,1.0,0.992297,1,0.0,3.2705
1640,40,41,32,49.75,6.585,0.99999,0.991908,0,300.0,3.2698
1640,40,41,32,50.25,0.0,0.999918,0.993388,0,300.0,3.2783
1640,40,41,32,50.25,2.195,0.999942,0.993358,0,300.0,3.2782
1640,40,41,32,50.25,4.39,0.999928,0.99334,0,300.0,3.2787
1640,40,41,32,50.25,6.585,0.999957,0.993481,0,300.0,3.2783
1640,40,41,33,49.75,0.0,1.0,0.992237,1,0.0,3.2702
1640,40,41,33,49.75,2.195,1.0,0.992153,1,0.0,3.27
1640,40,41,33,49.75,4.39,1.0,0.992,1,0.0,3.2704
1640,40,41,33,49.75,6.585,1.0,0.992042,1,0.0,3.2703
1640,40,41,33,50.25,0.0,1.0,0.992649,1,0.0,3.2786
1640,40,41,33,50.25,2.195,1.0,0.992653,1,0.0,3.2785
1640,40,41,33,50.25,4.39,1.0,0.992569,1,0.0,3.2785
1640,40,41,33,50.25,6.585,1.0,0.992439,1,0.0,3.2782
1640,40,41,34,49.75,0.0,1.0,0.993436,1,0.0,3.2703
1640,40,41,34,49.75,2.195,0.999995,0.993341,0,300.0,3.2706
1640,40,41,34,49.75,4.39,1.0,0.993489,1,0.0,3.2706
1640,40,41,34,49.75,6.585,1.0,0.993333,1,0.0,3.2702
1640,40,41,34,50.25,0.0,1.0,0.993529,1,0.0,3.2784
1640,40,41,34,50.25,2.195,0.99999,0.993376,0,300.0,3.2783
1640,40,41,34,50.25,4.39,1.0,0.993524,1,0.0,3.2785
1640,40,41,34,50.25,6.585,0.999995,0.993439,0,300.0,3.2789
1640,40,41,32,49.75,0.0,0.999995,0.992241,0,300.0,3.2705
1640,40,41,32,49.75,2.195,0.99999,0.992135,0,300.0,3.2706
1640,40,41,32,49.75,4.39,1.0,0.992297,1,0.0,3.2705
1640,40,41,32,49.75,6.585,0.99999,0.991908,0,300.0,3.2698
1640,40,41,32,50.25,0.0,0.999918,0.993388,0,300.0,3.2783
1640,40,41,32,50.25,2.195,0.999942,0.993358,0,300.0,3.2782
1640,40,41,32,50.25,4.39,0.999928,0.99334,0,300.0,3.2787
1640,40,41,32,50.25,6.585,0.999957,0.993481,0,300.0,3.2783
1640,40,41,33,49.75,0.0,1.0,0.992237,1,0.0,3.2702
1640,40,41,33,49.75,2.195,1.0,0.992153,1,0.0,3.27
1640,40,41,33,49.75,4.39,1.0,0.992,1,0.0,3.2704
1640,40,41,33,49.75,6.585,1.0,0.992042,1,0.0,3.2703
1640,40,41,33,50.25,0.0,1.0,0.992649,1,0.0,3.2786
1640,40,41,33,50.25,2.195,1.0,0.992653,1,0.0,3.2785
1640,40,41,33,50.25,4.39,1.0,0.992569,1,0.0,3.2785
1640,40,41,33,50.25,6.585,1.0,0.992439,1,0.0,3.2782
1640,40,41,34,49.75,0.0,1.0,0.993436,1,0.0,3.2703
1640,40,41,34,49.75,2.195,0.999995,0.993341,0,300.0,3.2706
1640,40,41,34,49.75,4.39,1.0,0.993489,1,0.0,3.2706
1640,40,41,34,49.75,6.585,1.0,0.993333,1,0.0,3.2702
1640,40,41,34,50.25,0.0,1.0,0.993529,1,0.0,3.2784
1640,40,41,34,50.25,2.195,0.99999,0.993376,0,300.0,3.2783
1640,40,41,34,50.25,4.39,1.0,0.993524,1,0.0,3.2785
1640,40,41,34,50.25,6.585,0.999995,0.993439,0,300.0,3.2789
