sequence,mode,stage,candidate_key,elapsed_s
0,saturation,low,"[37,40,0,50.0,0.0,0.0]",101.06087819999811
1,saturation,low,"[37,40,1,50.0,0.0,0.0]",101.06467189999967
2,saturation,low,"[37,40,2,50.0,0.0,0.0]",101.06762330000493
3,saturation,low,"[37,40,3,50.0,0.0,0.0]",101.0707975999976
4,saturation,low,"[37,40,4,50.0,0.0,0.0]",101.073544699997
5,saturation,low,"[37,40,5,50.0,0.0,0.0]",101.07582700000057
6,saturation,low,"[37,40,6,50.0,0.0,0.0]",101.07865949999541
7,saturation,low,"[37,40,7,50.0,0.0,0.0]",101.08261299999867
8,saturation,low,"[37,40,8,50.0,0.0,0.0]",101.08638329999667
9,saturation,low,"[37,40,9,50.0,0.0,0.0]",101.09025470000051
10,saturation,low,"[37,40,10,50.0,0.0,0.0]",101.09512109999923
11,saturation,low,"[37,40,11,50.0,0.0,0.0]",101.09799319999729
12,saturation,low,"[37,40,12,50.0,0.0,0.0]",101.10086030000093
13,saturation,low,"[37,40,13,50.0,0.0,0.0]",101.10456059999706
14,saturation,low,"[37,40,14,50.0,0.0,0.0]",101.10654269999941
15,saturation,low,"[37,40,15,50.0,0.0,0.0]",101.10889529999986
16,saturation,low,"[37,40,16,50.0,0.0,0.0]",101.11152589999983
17,saturation,low,"[37,40,17,50.0,0.0,0.0]",101.11447000000044
18,saturation,low,"[37,40,18,50.0,0.0,0.0]",101.11713360000431
19,saturation,low,"[37,40,19,50.0,0.0,0.0]",101.12008950000018
20,saturation,low,"[37,40,20,50.0,0.0,0.0]",101.123107600004
21,saturation,low,"[37,40,21,50.0,0.0,0.0]",101.1273369000046
22,saturation,low,"[37,40,22,50.0,0.0,0.0]",101.131120500002
23,saturation,low,"[37,40,23,50.0,0.0,0.0]",101.13437349999731
24,saturation,low,"[37,40,24,50.0,0.0,0.0]",101.13777159999881
25,saturation,low,"[37,40,25,50.0,0.0,0.0]",101.14038789999904
26,saturation,low,"[37,40,26,50.0,0.0,0.0]",101.14380939999683
27,saturation,low,"[37,40,27,50.0,0.0,0.0]",101.14738589999615
28,saturation,low,"[37,40,28,50.0,0.0,0.0]",101.15150640000502
29,saturation,low,"[37,40,29,50.0,0.0,0.0]",101.1549770000056
30,saturation,low,"[37,40,30,50.0,0.0,0.0]",101.15766129999975
31,saturation,low,"[37,40,31,50.0,0.0,0.0]",101.16020690000005
32,saturation,low,"[37,40,32,50.0,0.0,0.0]",101.16309580000234
33,saturation,low,"[37,40,33,50.0,0.0,0.0]",101.16771680000238
34,saturation,low,"[37,40,34,50.0,0.0,0.0]",101.17070100000274
35,saturation,low,"[37,40,35,50.0,0.0,0.0]",101.17332929999975
36,saturation,low,"[37,40,36,50.0,0.0,0.0]",101.17578179999691
37,saturation,low,"[40,37,0,50.0,0.0,0.0]",101.1768718999956
38,saturation,low,"[40,37,1,50.0,0.0,0.0]",101.17870140000014
39,saturation,low,"[40,37,2,50.0,0.0,0.0]",101.18059869999706
40,saturation,low,"[40,37,3,50.0,0.0,0.0]",101.18265040000551
41,saturation,low,"[40,37,4,50.0,0.0,0.0]",101.18481610000163
42,saturation,low,"[40,37,5,50.0,0.0,0.0]",101.18684130000474
43,saturation,low,"[40,37,6,50.0,0.0,0.0]",101.18935770000098
44,saturation,low,"[40,37,7,50.0,0.0,0.0]",101.19189409999672
45,saturation,low,"[40,37,8,50.0,0.0,0.0]",101.19637689999945
46,saturation,low,"[40,37,9,50.0,0.0,0.0]",101.19918730000063
47,saturation,low,"[40,37,10,50.0,0.0,0.0]",101.20174699999916
48,saturation,low,"[40,37,11,50.0,0.0,0.0]",101.20444789999601
49,saturation,low,"[40,37,12,50.0,0.0,0.0]",101.20611759999883
50,saturation,low,"[40,37,13,50.0,0.0,0.0]",101.20785060000344
51,saturation,low,"[40,37,14,50.0,0.0,0.0]",101.21056180000596
52,saturation,low,"[40,37,15,50.0,0.0,0.0]",101.21287670000311
53,saturation,low,"[40,37,16,50.0,0.0,0.0]",101.21510990000388
54,saturation,low,"[40,37,17,50.0,0.0,0.0]",101.21764360000088
55,saturation,low,"[40,37,18,50.0,0.0,0.0]",101.22010160000355
56,saturation,low,"[40,37,19,50.0,0.0,0.0]",101.2241217999981
57,saturation,low,"[40,37,20,50.0,0.0,0.0]",101.22678309999901
58,saturation,low,"[40,37,21,50.0,0.0,0.0]",101.22942609999882
59,saturation,low,"[40,37,22,50.0,0.0,0.0]",101.23182319999614
60,saturation,low,"[40,37,23,50.0,0.0,0.0]",101.23327509999945
61,saturation,low,"[40,37,24,50.0,0.0,0.0]",101.23618749999878
62,saturation,low,"[40,37,25,50.0,0.0,0.0]",101.23858889999974
63,saturation,low,"[40,37,26,50.0,0.0,0.0]",101.24192060000496
64,saturation,low,"[40,37,27,50.0,0.0,0.0]",101.24513060000027
65,saturation,low,"[40,37,28,50.0,0.0,0.0]",101.24721370000043
66,saturation,low,"[40,37,29,50.0,0.0,0.0]",101.25029870000435
67,saturation,low,"[40,37,30,50.0,0.0,0.0]",101.25388609999936
68,saturation,low,"[40,37,31,50.0,0.0,0.0]",101.25697580000269
69,saturation,low,"[40,37,32,50.0,0.0,0.0]",101.25913420000143
70,saturation,low,"[40,37,33,50.0,0.0,0.0]",101.26326230000268
71,saturation,low,"[40,37,34,50.0,0.0,0.0]",101.26459169999725
72,saturation,low,"[40,37,35,50.0,0.0,0.0]",101.26745579999988
73,saturation,low,"[40,37,36,50.0,0.0,0.0]",101.2695304000008
74,saturation,low,"[40,37,37,50.0,0.0,0.0]",101.27275589999772
75,saturation,low,"[40,37,38,50.0,0.0,0.0]",101.27468829999998
76,saturation,low,"[40,37,39,50.0,0.0,0.0]",101.27755129999423
77,saturation,medium,"[40,37,36,50.0,0.0,0.0]",211.15509230000316
78,saturation,medium,"[37,40,35,50.0,0.0,0.0]",211.15926340000442
79,saturation,medium,"[37,40,34,50.0,0.0,0.0]",211.16382039999735
80,saturation,medium,"[37,40,32,50.0,0.0,0.0]",211.16850449999765
81,saturation,medium,"[37,40,33,50.0,0.0,0.0]",211.1734456999984
82,saturation,medium,"[37,40,30,50.0,0.0,0.0]",211.1769864999951
83,saturation,medium,"[37,40,5,50.0,0.0,0.0]",211.18001000000368
84,saturation,medium,"[37,40,1,50.0,0.0,0.0]",211.18315180000354
85,saturation,medium,"[37,40,2,50.0,0.0,0.0]",211.1849971000047
86,saturation,medium,"[40,37,5,50.0,0.0,0.0]",211.18701890000375
87,saturation,medium,"[40,37,0,50.0,0.0,0.0]",211.18887790000008
88,saturation,medium,"[37,40,0,50.0,0.0,0.0]",211.19131390000257
89,saturation,medium,"[37,40,31,50.0,0.0,0.0]",211.19332340000255
90,saturation,medium,"[37,40,29,50.0,0.0,0.0]",211.19590040000185
91,saturation,medium,"[37,40,20,50.0,0.0,0.0]",211.19885869999416
92,saturation,medium,"[40,37,3,50.0,0.0,0.0]",211.20228259999567
93,saturation,medium,"[40,37,1,50.0,0.0,0.0]",211.2072549000004
94,saturation,medium,"[37,40,22,50.0,0.0,0.0]",211.2102343000006
95,saturation,medium,"[37,40,36,50.0,0.0,0.0]",211.21376290000626
96,saturation,medium,"[37,40,3,50.0,0.0,0.0]",211.21757230000367
97,saturation,medium,"[37,40,6,50.0,0.0,0.0]",211.21915889999946
98,saturation,medium,"[37,40,24,50.0,0.0,0.0]",211.22100080000382
99,saturation,medium,"[37,40,19,50.0,0.0,0.0]",211.2230944000039
100,saturation,medium,"[37,40,21,50.0,0.0,0.0]",211.22512840000127
101,saturation,medium,"[40,37,24,50.0,0.0,0.0]",211.2283236000003
102,saturation,medium,"[40,37,25,50.0,0.0,0.0]",211.2309680000035
103,saturation,medium,"[40,37,4,50.0,0.0,0.0]",211.23451840000052
104,saturation,medium,"[40,37,2,50.0,0.0,0.0]",211.23791750000237
105,saturation,medium,"[37,40,23,50.0,0.0,0.0]",211.24259639999946
106,saturation,medium,"[37,40,7,50.0,0.0,0.0]",211.24699690000125
107,saturation,medium,"[40,37,26,50.0,0.0,0.0]",211.2497110999975
108,saturation,medium,"[40,37,39,50.0,0.0,0.0]",211.25231399999757
109,saturation,medium,"[37,40,4,50.0,0.0,0.0]",211.25492569999915
110,saturation,medium,"[37,40,25,50.0,0.0,0.0]",211.25824649999413
111,saturation,medium,"[40,37,8,50.0,0.0,0.0]",211.26082440000027
112,saturation,medium,"[40,37,27,50.0,0.0,0.0]",211.2638436000052
113,saturation,medium,"[40,37,28,50.0,0.0,0.0]",211.26662880000367
114,saturation,medium,"[40,37,37,50.0,0.0,0.0]",211.26932660000602
115,saturation,medium,"[37,40,18,50.0,0.0,0.0]",211.27196209999966
116,saturation,medium,"[40,37,7,50.0,0.0,0.0]",211.2764210000023
117,saturation,medium,"[40,37,6,50.0,0.0,0.0]",211.27971129999787
118,saturation,medium,"[40,37,29,50.0,0.0,0.0]",211.2828487000006
119,saturation,medium,"[37,40,26,50.0,0.0,0.0]",211.28606079999736
120,saturation,medium,"[40,37,9,50.0,0.0,0.0]",211.28857969999808
121,saturation,medium,"[40,37,38,50.0,0.0,0.0]",211.2907148000013
122,saturation,medium,"[40,37,30,50.0,0.0,0.0]",211.2925910999984
123,saturation,medium,"[37,40,27,50.0,0.0,0.0]",211.29511139999522
124,saturation,medium,"[37,40,28,50.0,0.0,0.0]",211.2978953999991
125,saturation,medium,"[40,37,32,50.0,0.0,0.0]",211.30079059999844
126,saturation,medium,"[40,37,33,50.0,0.0,0.0]",211.30420039999444
127,saturation,medium,"[37,40,17,50.0,0.0,0.0]",211.3069314000022
128,saturation,medium,"[37,40,8,50.0,0.0,0.0]",211.3114027000047
129,saturation,medium,"[40,37,31,50.0,0.0,0.0]",211.31488589999935
130,saturation,medium,"[37,40,9,50.0,0.0,0.0]",211.31775259999995
131,saturation,medium,"[40,37,34,50.0,0.0,0.0]",211.31992670000182
132,saturation,medium,"[40,37,35,50.0,0.0,0.0]",211.32184550000238
133,saturation,high,"[37,40,34,50.0,0.0,0.0]",55.51209580000432
134,saturation,high,"[37,40,33,50.0,0.0,0.0]",55.51650179999706
135,saturation,high,"[37,40,32,50.0,0.0,0.0]",55.51994500000001
136,saturation,high,"[37,40,31,50.0,0.0,0.0]",55.52352360000077
137,saturation,high,"[37,40,30,50.0,0.0,0.0]",55.52674320000369
138,saturation,high,"[37,40,29,50.0,0.0,0.0]",55.529074000005494
139,saturation,high,"[37,40,26,50.0,0.0,0.0]",55.53141350000078
140,saturation,high,"[37,40,27,50.0,0.0,0.0]",55.53361839999707
141,saturation,low,"[25,60,0,50.0,0.0,0.0]",147.51340059999347
142,saturation,low,"[25,60,1,50.0,0.0,0.0]",147.51707159999933
143,saturation,low,"[25,60,2,50.0,0.0,0.0]",147.5213797999968
144,saturation,low,"[25,60,3,50.0,0.0,0.0]",147.52433329999621
145,saturation,low,"[25,60,4,50.0,0.0,0.0]",147.52738050000335
146,saturation,low,"[25,60,5,50.0,0.0,0.0]",147.52896860000328
147,saturation,low,"[25,60,6,50.0,0.0,0.0]",147.53069909999613
148,saturation,low,"[25,60,7,50.0,0.0,0.0]",147.5328470999957
149,saturation,low,"[25,60,8,50.0,0.0,0.0]",147.53515320000588
150,saturation,low,"[25,60,9,50.0,0.0,0.0]",147.5386712000036
151,saturation,low,"[25,60,10,50.0,0.0,0.0]",147.5415925000052
152,saturation,low,"[25,60,11,50.0,0.0,0.0]",147.54426150000654
153,saturation,low,"[25,60,12,50.0,0.0,0.0]",147.54703249999875
154,saturation,low,"[25,60,13,50.0,0.0,0.0]",147.55163970000285
155,saturation,low,"[25,60,14,50.0,0.0,0.0]",147.5548712000018
156,saturation,low,"[25,60,15,50.0,0.0,0.0]",147.55774280000333
157,saturation,low,"[25,60,16,50.0,0.0,0.0]",147.5604899999962
158,saturation,low,"[25,60,17,50.0,0.0,0.0]",147.56204369999614
159,saturation,low,"[25,60,18,50.0,0.0,0.0]",147.56565059999411
160,saturation,low,"[25,60,19,50.0,0.0,0.0]",147.56815309999365
161,saturation,low,"[25,60,20,50.0,0.0,0.0]",147.5704790000018
162,saturation,low,"[25,60,21,50.0,0.0,0.0]",147.57280159999937
163,saturation,low,"[25,60,22,50.0,0.0,0.0]",147.5755097000001
164,saturation,low,"[25,60,23,50.0,0.0,0.0]",147.57785850000073
165,saturation,low,"[25,60,24,50.0,0.0,0.0]",147.58052930000122
166,saturation,low,"[30,50,0,50.0,0.0,0.0]",147.58601919999637
167,saturation,low,"[30,50,1,50.0,0.0,0.0]",147.5891233000002
168,saturation,low,"[30,50,2,50.0,0.0,0.0]",147.5927201999948
169,saturation,low,"[30,50,3,50.0,0.0,0.0]",147.59485940000013
170,saturation,low,"[30,50,4,50.0,0.0,0.0]",147.5965478000071
171,saturation,low,"[30,50,5,50.0,0.0,0.0]",147.59846520000428
172,saturation,low,"[30,50,6,50.0,0.0,0.0]",147.60052649999852
173,saturation,low,"[30,50,7,50.0,0.0,0.0]",147.60283689999778
174,saturation,low,"[30,50,8,50.0,0.0,0.0]",147.6045677000002
175,saturation,low,"[30,50,9,50.0,0.0,0.0]",147.60784250000142
176,saturation,low,"[30,50,10,50.0,0.0,0.0]",147.6109434999962
177,saturation,low,"[30,50,11,50.0,0.0,0.0]",147.61561280000024
178,saturation,low,"[30,50,12,50.0,0.0,0.0]",147.61744879999605
179,saturation,low,"[30,50,13,50.0,0.0,0.0]",147.6196861999997
180,saturation,low,"[30,50,14,50.0,0.0,0.0]",147.6236585000006
181,saturation,low,"[30,50,15,50.0,0.0,0.0]",147.6262557000009
182,saturation,low,"[30,50,16,50.0,0.0,0.0]",147.62913649999973
183,saturation,low,"[30,50,17,50.0,0.0,0.0]",147.63035200000013
184,saturation,low,"[30,50,18,50.0,0.0,0.0]",147.63199929999973
185,saturation,low,"[30,50,19,50.0,0.0,0.0]",147.63350640000135
186,saturation,low,"[30,50,20,50.0,0.0,0.0]",147.6352429000035
187,saturation,low,"[30,50,21,50.0,0.0,0.0]",147.63744990000123
188,saturation,low,"[30,50,22,50.0,0.0,0.0]",147.64031010000326
189,saturation,low,"[30,50,23,50.0,0.0,0.0]",147.64362470000196
190,saturation,low,"[30,50,24,50.0,0.0,0.0]",147.64630839999882
191,saturation,low,"[30,50,25,50.0,0.0,0.0]",147.6504341999971
192,saturation,low,"[30,50,26,50.0,0.0,0.0]",147.65304430000106
193,saturation,low,"[30,50,27,50.0,0.0,0.0]",147.65718509999715
194,saturation,low,"[30,50,28,50.0,0.0,0.0]",147.66118739999365
195,saturation,low,"[30,50,29,50.0,0.0,0.0]",147.66249470000184
196,saturation,low,"[50,30,0,50.0,0.0,0.0]",147.6644052000047
197,saturation,low,"[50,30,1,50.0,0.0,0.0]",147.66620520000288
198,saturation,low,"[50,30,2,50.0,0.0,0.0]",147.66790639999817
199,saturation,low,"[50,30,3,50.0,0.0,0.0]",147.66991710000002
200,saturation,low,"[50,30,4,50.0,0.0,0.0]",147.67236959999718
201,saturation,low,"[50,30,5,50.0,0.0,0.0]",147.67560789999698
202,saturation,low,"[50,30,6,50.0,0.0,0.0]",147.67802959999972
203,saturation,low,"[50,30,7,50.0,0.0,0.0]",147.68200449999858
204,saturation,low,"[50,30,8,50.0,0.0,0.0]",147.68482940000104
205,saturation,low,"[50,30,9,50.0,0.0,0.0]",147.6877811000013
206,saturation,low,"[50,30,10,50.0,0.0,0.0]",147.68949480000447
207,saturation,low,"[50,30,11,50.0,0.0,0.0]",147.69084450000082
208,saturation,low,"[50,30,12,50.0,0.0,0.0]",147.69235019999905
209,saturation,low,"[50,30,13,50.0,0.0,0.0]",147.69491320000088
210,saturation,low,"[50,30,14,50.0,0.0,0.0]",147.69759730000078
211,saturation,low,"[50,30,15,50.0,0.0,0.0]",147.69986419999623
212,saturation,low,"[50,30,16,50.0,0.0,0.0]",147.70249739999417
213,saturation,low,"[50,30,17,50.0,0.0,0.0]",147.70536800000264
214,saturation,low,"[50,30,18,50.0,0.0,0.0]",147.70890540000255
215,saturation,low,"[50,30,19,50.0,0.0,0.0]",147.71401460000197
216,saturation,low,"[50,30,20,50.0,0.0,0.0]",147.71725529999821
217,saturation,low,"[50,30,21,50.0,0.0,0.0]",147.71984440000233
218,saturation,low,"[50,30,22,50.0,0.0,0.0]",147.72151339999982
219,saturation,low,"[50,30,23,50.0,0.0,0.0]",147.72272240000166
220,saturation,low,"[50,30,24,50.0,0.0,0.0]",147.7238373
221,saturation,low,"[50,30,25,50.0,0.0,0.0]",147.72514319999755
222,saturation,low,"[50,30,26,50.0,0.0,0.0]",147.72738160000154
223,saturation,low,"[50,30,27,50.0,0.0,0.0]",147.73055010000098
224,saturation,low,"[50,30,28,50.0,0.0,0.0]",147.73242500000197
225,saturation,low,"[50,30,29,50.0,0.0,0.0]",147.7344374000022
226,saturation,low,"[50,30,30,50.0,0.0,0.0]",147.73782960000244
227,saturation,low,"[50,30,31,50.0,0.0,0.0]",147.74043359999632
228,saturation,low,"[50,30,32,50.0,0.0,0.0]",147.74227940000128
229,saturation,low,"[50,30,33,50.0,0.0,0.0]",147.7445366000029
230,saturation,low,"[50,30,34,50.0,0.0,0.0]",147.74565810000058
231,saturation,low,"[50,30,35,50.0,0.0,0.0]",147.7471899000011
232,saturation,low,"[50,30,36,50.0,0.0,0.0]",147.7488194999969
233,saturation,low,"[50,30,37,50.0,0.0,0.0]",147.75101059999724
234,saturation,low,"[50,30,38,50.0,0.0,0.0]",147.75257039999997
235,saturation,low,"[50,30,39,50.0,0.0,0.0]",147.75421710000228
236,saturation,low,"[50,30,40,50.0,0.0,0.0]",147.75616840000293
237,saturation,low,"[50,30,41,50.0,0.0,0.0]",147.75839650000125
238,saturation,low,"[50,30,42,50.0,0.0,0.0]",147.76202280000143
239,saturation,low,"[50,30,43,50.0,0.0,0.0]",147.76441379999596
240,saturation,low,"[50,30,44,50.0,0.0,0.0]",147.76643099999637
241,saturation,low,"[50,30,45,50.0,0.0,0.0]",147.76893179999752
242,saturation,low,"[50,30,46,50.0,0.0,0.0]",147.771047299997
243,saturation,low,"[50,30,47,50.0,0.0,0.0]",147.77280660000542
244,saturation,low,"[50,30,48,50.0,0.0,0.0]",147.77390080000623
245,saturation,low,"[50,30,49,50.0,0.0,0.0]",147.77828040000168
246,saturation,low,"[60,25,0,50.0,0.0,0.0]",147.7802914999993
247,saturation,low,"[60,25,1,50.0,0.0,0.0]",147.78265020000254
248,saturation,low,"[60,25,2,50.0,0.0,0.0]",147.784550700002
249,saturation,low,"[60,25,3,50.0,0.0,0.0]",147.78753860000143
250,saturation,low,"[60,25,4,50.0,0.0,0.0]",147.78954059999523
251,saturation,low,"[60,25,5,50.0,0.0,0.0]",147.79151979999733
252,saturation,low,"[60,25,6,50.0,0.0,0.0]",147.7935301999969
253,saturation,low,"[60,25,7,50.0,0.0,0.0]",147.79438440000376
254,saturation,low,"[60,25,8,50.0,0.0,0.0]",147.79569590000028
255,saturation,low,"[60,25,9,50.0,0.0,0.0]",147.79710880000493
256,saturation,low,"[60,25,10,50.0,0.0,0.0]",147.79872089999844
257,saturation,low,"[60,25,11,50.0,0.0,0.0]",147.80130120000103
258,saturation,low,"[60,25,12,50.0,0.0,0.0]",147.80501129999902
259,saturation,low,"[60,25,13,50.0,0.0,0.0]",147.80707999999868
260,saturation,low,"[60,25,14,50.0,0.0,0.0]",147.80990750000637
261,saturation,low,"[60,25,15,50.0,0.0,0.0]",147.81342710000172
262,saturation,low,"[60,25,16,50.0,0.0,0.0]",147.81556249999994
263,saturation,low,"[60,25,17,50.0,0.0,0.0]",147.81898670000373
264,saturation,low,"[60,25,18,50.0,0.0,0.0]",147.8212749000013
265,saturation,low,"[60,25,19,50.0,0.0,0.0]",147.82243559999915
266,saturation,low,"[60,25,20,50.0,0.0,0.0]",147.82383539999864
267,saturation,low,"[60,25,21,50.0,0.0,0.0]",147.82549849999486
268,saturation,low,"[60,25,22,50.0,0.0,0.0]",147.8269954999996
269,saturation,low,"[60,25,23,50.0,0.0,0.0]",147.83068359999743
270,saturation,low,"[60,25,24,50.0,0.0,0.0]",147.83338150000054
271,saturation,low,"[60,25,25,50.0,0.0,0.0]",147.83726330000354
272,saturation,low,"[60,25,26,50.0,0.0,0.0]",147.8426346000051
273,saturation,low,"[60,25,27,50.0,0.0,0.0]",147.84473060000164
274,saturation,low,"[60,25,28,50.0,0.0,0.0]",147.84715539999888
275,saturation,low,"[60,25,29,50.0,0.0,0.0]",147.85018500000297
276,saturation,low,"[60,25,30,50.0,0.0,0.0]",147.85105539999495
277,saturation,low,"[60,25,31,50.0,0.0,0.0]",147.85237659999984
278,saturation,low,"[60,25,32,50.0,0.0,0.0]",147.854118999996
279,saturation,low,"[60,25,33,50.0,0.0,0.0]",147.8558639000039
280,saturation,low,"[60,25,34,50.0,0.0,0.0]",147.85823410000012
281,saturation,low,"[60,25,35,50.0,0.0,0.0]",147.86026010000205
282,saturation,low,"[60,25,36,50.0,0.0,0.0]",147.8635510000022
283,saturation,low,"[60,25,37,50.0,0.0,0.0]",147.8668366999991
284,saturation,low,"[60,25,38,50.0,0.0,0.0]",147.87159419999807
285,saturation,low,"[60,25,39,50.0,0.0,0.0]",147.8739415999953
286,saturation,low,"[60,25,40,50.0,0.0,0.0]",147.8762476999982
287,saturation,low,"[60,25,41,50.0,0.0,0.0]",147.87865329999477
288,saturation,low,"[60,25,42,50.0,0.0,0.0]",147.8797274000026
289,saturation,low,"[60,25,43,50.0,0.0,0.0]",147.88091120000172
290,saturation,low,"[60,25,44,50.0,0.0,0.0]",147.88243460000376
291,saturation,low,"[60,25,45,50.0,0.0,0.0]",147.88438730000053
292,saturation,low,"[60,25,46,50.0,0.0,0.0]",147.88674660000106
293,saturation,low,"[60,25,47,50.0,0.0,0.0]",147.89133620000212
294,saturation,low,"[60,25,48,50.0,0.0,0.0]",147.8941235999955
295,saturation,low,"[60,25,49,50.0,0.0,0.0]",147.8986539999969
296,saturation,low,"[60,25,50,50.0,0.0,0.0]",147.90079429999605
297,saturation,low,"[60,25,51,50.0,0.0,0.0]",147.90267699999822
298,saturation,low,"[60,25,52,50.0,0.0,0.0]",147.90456390000327
299,saturation,low,"[60,25,53,50.0,0.0,0.0]",147.90576810000493
300,saturation,low,"[60,25,54,50.0,0.0,0.0]",147.90730320000148
301,saturation,low,"[60,25,55,50.0,0.0,0.0]",147.9085189999969
302,saturation,low,"[60,25,56,50.0,0.0,0.0]",147.9103071999998
303,saturation,low,"[60,25,57,50.0,0.0,0.0]",147.91197319999628
304,saturation,low,"[60,25,58,50.0,0.0,0.0]",147.91391309999744
305,saturation,low,"[60,25,59,50.0,0.0,0.0]",147.9162778999962
306,saturation,medium,"[30,50,13,50.0,0.0,0.0]",232.59403799999563
307,saturation,medium,"[30,50,12,50.0,0.0,0.0]",232.5967915000001
308,saturation,medium,"[30,50,14,50.0,0.0,0.0]",232.60014710000542
309,saturation,medium,"[30,50,21,50.0,0.0,0.0]",232.60219610000058
310,saturation,medium,"[30,50,19,50.0,0.0,0.0]",232.60563959999854
311,saturation,medium,"[30,50,18,50.0,0.0,0.0]",232.61016550000204
312,saturation,medium,"[30,50,22,50.0,0.0,0.0]",232.61392070000147
313,saturation,medium,"[30,50,20,50.0,0.0,0.0]",232.6171347999989
314,saturation,medium,"[30,50,17,50.0,0.0,0.0]",232.62064349999855
315,saturation,medium,"[30,50,16,50.0,0.0,0.0]",232.62284009999712
316,saturation,medium,"[30,50,15,50.0,0.0,0.0]",232.6257654000001
317,saturation,medium,"[30,50,9,50.0,0.0,0.0]",232.6280265999958
318,saturation,medium,"[30,50,8,50.0,0.0,0.0]",232.6306248999972
319,saturation,medium,"[30,50,10,50.0,0.0,0.0]",232.63277190000372
320,saturation,medium,"[30,50,7,50.0,0.0,0.0]",232.6355360000016
321,saturation,medium,"[30,50,23,50.0,0.0,0.0]",232.6390978999989
322,saturation,medium,"[30,50,6,50.0,0.0,0.0]",232.64237010000215
323,saturation,medium,"[30,50,11,50.0,0.0,0.0]",232.64713720000145
324,saturation,medium,"[30,50,24,50.0,0.0,0.0]",232.65026999999827
325,saturation,medium,"[30,50,5,50.0,0.0,0.0]",232.65386459999718
326,saturation,medium,"[30,50,4,50.0,0.0,0.0]",232.65700089999882
327,saturation,medium,"[30,50,3,50.0,0.0,0.0]",232.6592582000012
328,saturation,medium,"[30,50,25,50.0,0.0,0.0]",232.66137349999917
329,saturation,medium,"[30,50,26,50.0,0.0,0.0]",232.6638346999971
330,saturation,medium,"[30,50,2,50.0,0.0,0.0]",232.66649639999378
331,saturation,medium,"[30,50,27,50.0,0.0,0.0]",232.66983350000373
332,saturation,medium,"[30,50,1,50.0,0.0,0.0]",232.67219370000385
333,saturation,medium,"[30,50,0,50.0,0.0,0.0]",232.6752476000038
334,saturation,medium,"[30,50,28,50.0,0.0,0.0]",232.67857430000004
335,saturation,medium,"[30,50,29,50.0,0.0,0.0]",232.683769700001
336,saturation,medium,"[50,30,14,50.0,0.0,0.0]",232.6919368000017
337,saturation,medium,"[50,30,12,50.0,0.0,0.0]",232.6939285999979
338,saturation,medium,"[50,30,0,50.0,0.0,0.0]",232.69686050000018
339,saturation,medium,"[50,30,1,50.0,0.0,0.0]",232.69935219999752
340,saturation,medium,"[50,30,48,50.0,0.0,0.0]",232.702692699997
341,saturation,medium,"[60,25,29,50.0,0.0,0.0]",232.70748430000094
342,saturation,medium,"[50,30,9,50.0,0.0,0.0]",232.71186139999918
343,saturation,medium,"[50,30,10,50.0,0.0,0.0]",232.71563419999438
344,saturation,medium,"[50,30,2,50.0,0.0,0.0]",232.71860839999863
345,saturation,medium,"[50,30,3,50.0,0.0,0.0]",232.71971209999901
346,saturation,medium,"[50,30,8,50.0,0.0,0.0]",232.7231000000029
347,saturation,medium,"[50,30,7,50.0,0.0,0.0]",232.72631070000352
348,saturation,medium,"[60,25,24,50.0,0.0,0.0]",232.72891570000502
349,saturation,medium,"[60,25,26,50.0,0.0,0.0]",232.7313695000048
350,saturation,medium,"[60,25,20,50.0,0.0,0.0]",232.7342260000005
351,saturation,medium,"[60,25,22,50.0,0.0,0.0]",232.73721240000305
352,saturation,medium,"[60,25,4,50.0,0.0,0.0]",232.740300700003
353,saturation,medium,"[50,30,5,50.0,0.0,0.0]",232.74524720000045
354,saturation,medium,"[60,25,5,50.0,0.0,0.0]",232.74857370000245
355,saturation,medium,"[60,25,19,50.0,0.0,0.0]",232.75223040000128
356,saturation,medium,"[60,25,18,50.0,0.0,0.0]",232.75502859999688
357,saturation,medium,"[60,25,14,50.0,0.0,0.0]",232.75680279999506
358,saturation,medium,"[60,25,6,50.0,0.0,0.0]",232.75875769999402
359,saturation,medium,"[60,25,17,50.0,0.0,0.0]",232.7607613
360,saturation,medium,"[60,25,8,50.0,0.0,0.0]",232.76438969999435
361,saturation,medium,"[60,25,7,50.0,0.0,0.0]",232.76655170000595
362,saturation,medium,"[60,25,16,50.0,0.0,0.0]",232.76947220000147
363,saturation,medium,"[60,25,9,50.0,0.0,0.0]",232.77139270000043
364,saturation,medium,"[60,25,15,50.0,0.0,0.0]",232.77366760000587
365,saturation,medium,"[60,25,10,50.0,0.0,0.0]",232.7774952000036
366,saturation,medium,"[60,25,11,50.0,0.0,0.0]",232.78322070000286
367,saturation,medium,"[60,25,12,50.0,0.0,0.0]",232.78538560000015
368,saturation,medium,"[60,25,13,50.0,0.0,0.0]",232.7879049999974
369,saturation,high,"[60,25,18,50.0,0.0,0.0]",46.108925399996224
370,saturation,high,"[60,25,16,50.0,0.0,0.0]",46.112051600000996
371,saturation,high,"[60,25,10,50.0,0.0,0.0]",46.11464529999648
372,saturation,high,"[60,25,11,50.0,0.0,0.0]",46.11729379999451
373,saturation,high,"[60,25,12,50.0,0.0,0.0]",46.119098400005896
