sequence,mode,stage,candidate_key,elapsed_s
2777,saturation,high,"[30,56,0,50.0,0.0,0.0]",947.0088544000027
2778,saturation,high,"[40,42,3,50.0,0.0,0.0]",947.0114810000014
2779,saturation,high,"[42,40,7,50.0,0.0,0.0]",947.014059299996
2780,saturation,high,"[40,42,4,50.0,0.0,0.0]",947.0169962
2781,saturation,high,"[42,40,37,50.0,0.0,0.0]",947.0209084000016
2782,saturation,high,"[35,48,2,50.0,0.0,0.0]",947.0238112000006
2783,saturation,high,"[40,42,5,50.0,0.0,0.0]",947.0260498999996
2784,saturation,high,"[35,48,34,50.0,0.0,0.0]",947.0283052000013
2785,saturation,high,"[35,48,11,50.0,0.0,0.0]",947.0298256000024
2786,saturation,high,"[42,40,6,50.0,0.0,0.0]",947.0341808000012
2787,saturation,high,"[35,48,0,50.0,0.0,0.0]",947.036529500001
2788,saturation,high,"[35,48,1,50.0,0.0,0.0]",947.0381253000014
2789,saturation,high,"[42,40,5,50.0,0.0,0.0]",947.0408260999975
2790,saturation,high,"[42,40,8,50.0,0.0,0.0]",947.0432161999997
2791,saturation,high,"[42,40,4,50.0,0.0,0.0]",947.0451317999978
2792,saturation,high,"[40,42,1,50.0,0.0,0.0]",947.0478349999976
2793,saturation,high,"[40,42,0,50.0,0.0,0.0]",947.0520920999988
2794,saturation,high,"[40,42,2,50.0,0.0,0.0]",947.0549065999949
2795,saturation,high,"[40,42,33,50.0,0.0,0.0]",947.0570867999995
2796,saturation,high,"[40,42,35,50.0,0.0,0.0]",947.0600489999997
2797,saturation,high,"[40,42,39,50.0,0.0,0.0]",947.0610596000042
2798,saturation,high,"[40,42,38,50.0,0.0,0.0]",947.0623814000064
2799,saturation,high,"[40,42,36,50.0,0.0,0.0]",947.064112
2800,saturation,high,"[42,40,2,50.0,0.0,0.0]",947.0659765000019
2801,saturation,high,"[42,40,3,50.0,0.0,0.0]",947.067644900002
2802,saturation,high,"[40,42,34,50.0,0.0,0.0]",947.0702689000027
2803,saturation,high,"[42,40,0,50.0,0.0,0.0]",947.0723341000048
2804,saturation,high,"[42,40,1,50.0,0.0,0.0]",947.0757215000049
2805,saturation,high,"[42,40,41,50.0,0.0,0.0]",947.0791921999989
2806,saturation,high,"[42,40,39,50.0,0.0,0.0]",947.0814035000003
2807,saturation,high,"[40,42,37,50.0,0.0,0.0]",947.083518200001
2808,saturation,high,"[42,40,40,50.0,0.0,0.0]",947.0860525000026
2809,saturation,high,"[35,48,12,50.0,0.0,0.0]",947.0871838000021
2810,saturation,high,"[42,40,38,50.0,0.0,0.0]",947.0883952000004
2811,saturation,high,"[35,48,13,50.0,0.0,0.0]",947.0894198000024
2812,saturation,high,"[40,42,20,50.0,0.0,0.0]",947.0928101999962
2813,saturation,high,"[48,35,7,50.0,0.0,0.0]",947.0948074999978
2814,saturation,high,"[35,48,14,50.0,0.0,0.0]",947.0995841999975
2815,saturation,high,"[40,42,21,50.0,0.0,0.0]",947.1018313999957
2816,saturation,high,"[30,56,6,50.0,0.0,0.0]",947.1042885999996
2817,saturation,high,"[48,35,6,50.0,0.0,0.0]",947.1075576999938
2818,saturation,high,"[35,48,15,50.0,0.0,0.0]",947.1094079000031
2819,saturation,high,"[42,40,25,50.0,0.0,0.0]",947.1122646000003
2820,saturation,high,"[40,42,22,50.0,0.0,0.0]",947.1149403000018
2821,saturation,high,"[40,42,23,50.0,0.0,0.0]",947.1160935000007
2822,saturation,high,"[42,40,26,50.0,0.0,0.0]",947.1168745000032
2823,saturation,high,"[35,48,16,50.0,0.0,0.0]",947.1180304000009
2824,saturation,high,"[48,35,4,50.0,0.0,0.0]",947.1193717999995
2825,saturation,high,"[48,35,5,50.0,0.0,0.0]",947.1210596000019
2826,saturation,high,"[48,35,3,50.0,0.0,0.0]",947.1229180000009
2827,saturation,high,"[42,40,27,50.0,0.0,0.0]",947.1253282999969
2828,saturation,high,"[42,40,29,50.0,0.0,0.0]",947.1292075000019
2829,saturation,high,"[35,48,17,50.0,0.0,0.0]",947.1318028999958
2830,saturation,high,"[42,40,30,50.0,0.0,0.0]",947.1337321999963
2831,saturation,high,"[42,40,28,50.0,0.0,0.0]",947.1358685999949
2832,saturation,high,"[40,42,24,50.0,0.0,0.0]",947.1367307999972
2833,saturation,high,"[35,48,18,50.0,0.0,0.0]",947.137618599998
2834,saturation,high,"[35,48,20,50.0,0.0,0.0]",947.1386887999979
2835,saturation,high,"[40,42,25,50.0,0.0,0.0]",947.1428228999939
2836,saturation,high,"[40,42,26,50.0,0.0,0.0]",947.1447668000037
2837,saturation,high,"[35,48,19,50.0,0.0,0.0]",947.1464769000013
2838,saturation,high,"[40,42,27,50.0,0.0,0.0]",947.1488013000053
2839,saturation,high,"[42,40,31,50.0,0.0,0.0]",947.1509663000033
2840,saturation,high,"[48,35,2,50.0,0.0,0.0]",947.1550264000034
2841,saturation,high,"[40,42,28,50.0,0.0,0.0]",947.1570126000006
2842,saturation,high,"[40,42,29,50.0,0.0,0.0]",947.1591268999982
2843,saturation,high,"[48,35,1,50.0,0.0,0.0]",947.1610940000028
2844,saturation,high,"[42,40,33,50.0,0.0,0.0]",947.1618995000026
2845,saturation,high,"[42,40,32,50.0,0.0,0.0]",947.1630386000033
2846,saturation,high,"[40,42,30,50.0,0.0,0.0]",947.1642802999995
2847,saturation,high,"[42,40,34,50.0,0.0,0.0]",947.1667555000022
2848,saturation,high,"[56,30,18,50.0,0.0,0.0]",947.1684968000045
2849,saturation,high,"[40,42,31,50.0,0.0,0.0]",947.1706401999982
2850,saturation,high,"[42,40,35,50.0,0.0,0.0]",947.1729023000007
2851,saturation,high,"[40,42,32,50.0,0.0,0.0]",947.1761665000013
2852,saturation,high,"[56,30,15,50.0,0.0,0.0]",947.1804999000015
2853,saturation,high,"[42,40,36,50.0,0.0,0.0]",947.1823246999993
2854,saturation,high,"[60,28,21,50.0,0.0,0.0]",947.184493599998
2855,saturation,high,"[56,30,11,50.0,0.0,0.0]",947.185372699998
2856,saturation,high,"[56,30,13,50.0,0.0,0.0]",947.1872676999992
2857,saturation,high,"[48,35,44,50.0,0.0,0.0]",947.1886756000022
2858,saturation,high,"[60,28,19,50.0,0.0,0.0]",947.1905404999998
2859,saturation,high,"[56,30,9,50.0,0.0,0.0]",947.1925094000035
2860,saturation,high,"[60,28,17,50.0,0.0,0.0]",947.1958071000045
2861,saturation,high,"[60,28,16,50.0,0.0,0.0]",947.1980733000019
2862,saturation,high,"[48,35,46,50.0,0.0,0.0]",947.2006398000012
2863,saturation,high,"[48,35,0,50.0,0.0,0.0]",947.2045455999978
2864,saturation,high,"[60,28,15,50.0,0.0,0.0]",947.2064908999964
2865,saturation,high,"[60,28,12,50.0,0.0,0.0]",947.2085030000017
2866,saturation,high,"[56,30,1,50.0,0.0,0.0]",947.210508600001
2867,saturation,high,"[56,30,3,50.0,0.0,0.0]",947.2124410999968
2868,saturation,high,"[56,30,5,50.0,0.0,0.0]",947.2136124999961
2869,saturation,high,"[60,28,14,50.0,0.0,0.0]",947.2149157999957
2870,saturation,high,"[60,28,3,50.0,0.0,0.0]",947.2166604999948
2871,saturation,high,"[60,28,5,50.0,0.0,0.0]",947.2183898000003
2872,saturation,high,"[60,28,13,50.0,0.0,0.0]",947.2203928000017
2873,saturation,high,"[56,30,7,50.0,0.0,0.0]",947.2225053000002
2874,saturation,high,"[60,28,7,50.0,0.0,0.0]",947.2249847000057
2875,saturation,high,"[60,28,8,50.0,0.0,0.0]",947.228440800005
2876,saturation,high,"[60,28,9,50.0,0.0,0.0]",947.2308342000033
2877,saturation,high,"[60,28,10,50.0,0.0,0.0]",947.2330451000016
2878,saturation,high,"[60,28,11,50.0,0.0,0.0]",947.2341109999979
2879,saturation,low,"[34,50,0,50.0,0.0,0.0]",129.33564209999895
2880,saturation,low,"[34,50,1,50.0,0.0,0.0]",129.33965989999706
2881,saturation,low,"[34,50,2,50.0,0.0,0.0]",129.3423352999962
2882,saturation,low,"[34,50,3,50.0,0.0,0.0]",129.3454567000008
2883,saturation,low,"[34,50,4,50.0,0.0,0.0]",129.34849499999837
2884,saturation,low,"[34,50,5,50.0,0.0,0.0]",129.3501544000028
2885,saturation,low,"[34,50,6,50.0,0.0,0.0]",129.35176219999994
2886,saturation,low,"[34,50,7,50.0,0.0,0.0]",129.35350049999397
2887,saturation,low,"[34,50,8,50.0,0.0,0.0]",129.35529730000417
2888,saturation,low,"[34,50,9,50.0,0.0,0.0]",129.35754889999953
2889,saturation,low,"[34,50,10,50.0,0.0,0.0]",129.35989580000023
2890,saturation,low,"[34,50,11,50.0,0.0,0.0]",129.36279180000565
2891,saturation,low,"[34,50,12,50.0,0.0,0.0]",129.3654153000025
2892,saturation,low,"[34,50,13,50.0,0.0,0.0]",129.36928949999856
2893,saturation,low,"[34,50,14,50.0,0.0,0.0]",129.37155019999773
2894,saturation,low,"[34,50,15,50.0,0.0,0.0]",129.37378549999994
2895,saturation,low,"[34,50,16,50.0,0.0,0.0]",129.3764142
2896,saturation,low,"[34,50,17,50.0,0.0,0.0]",129.37846079999872
2897,saturation,low,"[34,50,18,50.0,0.0,0.0]",129.38019700000586
2898,saturation,low,"[34,50,19,50.0,0.0,0.0]",129.38215770000534
2899,saturation,low,"[34,50,20,50.0,0.0,0.0]",129.38513840000087
2900,saturation,low,"[34,50,21,50.0,0.0,0.0]",129.38726619999943
2901,saturation,low,"[34,50,22,50.0,0.0,0.0]",129.39003729999968
2902,saturation,low,"[34,50,23,50.0,0.0,0.0]",129.39408060000278
2903,saturation,low,"[34,50,24,50.0,0.0,0.0]",129.39962679999735
2904,saturation,low,"[34,50,25,50.0,0.0,0.0]",129.4021627999973
2905,saturation,low,"[34,50,26,50.0,0.0,0.0]",129.4045948999992
2906,saturation,low,"[34,50,27,50.0,0.0,0.0]",129.40712179999537
2907,saturation,low,"[34,50,28,50.0,0.0,0.0]",129.4085855000012
2908,saturation,low,"[34,50,29,50.0,0.0,0.0]",129.4099411999996
2909,saturation,low,"[34,50,30,50.0,0.0,0.0]",129.4113234000033
2910,saturation,low,"[34,50,31,50.0,0.0,0.0]",129.41271509999933
2911,saturation,low,"[34,50,32,50.0,0.0,0.0]",129.41578009999648
2912,saturation,low,"[34,50,33,50.0,0.0,0.0]",129.41751069999737
2913,saturation,low,"[50,34,0,50.0,0.0,0.0]",129.42018749999988
2914,saturation,low,"[50,34,1,50.0,0.0,0.0]",129.42399399999704
2915,saturation,low,"[50,34,2,50.0,0.0,0.0]",129.4273666999943
2916,saturation,low,"[50,34,3,50.0,0.0,0.0]",129.42963380000583
2917,saturation,low,"[50,34,4,50.0,0.0,0.0]",129.4315962000037
2918,saturation,low,"[50,34,5,50.0,0.0,0.0]",129.43510139999853
2919,saturation,low,"[50,34,6,50.0,0.0,0.0]",129.43662369999947
2920,saturation,low,"[50,34,7,50.0,0.0,0.0]",129.43771689999994
2921,saturation,low,"[50,34,8,50.0,0.0,0.0]",129.44045860000188
2922,saturation,low,"[50,34,9,50.0,0.0,0.0]",129.44260059999942
2923,saturation,low,"[50,34,10,50.0,0.0,0.0]",129.44526860000042
2924,saturation,low,"[50,34,11,50.0,0.0,0.0]",129.44780270000047
2925,saturation,low,"[50,34,12,50.0,0.0,0.0]",129.45014600000286
2926,saturation,low,"[50,34,13,50.0,0.0,0.0]",129.45411610000156
2927,saturation,low,"[50,34,14,50.0,0.0,0.0]",129.45622339999682
2928,saturation,low,"[50,34,15,50.0,0.0,0.0]",129.45819839999604
2929,saturation,low,"[50,34,16,50.0,0.0,0.0]",129.4612044999958
2930,saturation,low,"[50,34,17,50.0,0.0,0.0]",129.46272179999505
2931,saturation,low,"[50,34,18,50.0,0.0,0.0]",129.46609590000298
2932,saturation,low,"[50,34,19,50.0,0.0,0.0]",129.46905269999843
2933,saturation,low,"[50,34,20,50.0,0.0,0.0]",129.4707774999988
2934,saturation,low,"[50,34,21,50.0,0.0,0.0]",129.47336109999742
2935,saturation,low,"[50,34,22,50.0,0.0,0.0]",129.47593239999696
2936,saturation,low,"[50,34,23,50.0,0.0,0.0]",129.47806280000077
2937,saturation,low,"[50,34,24,50.0,0.0,0.0]",129.48107460000028
2938,saturation,low,"[50,34,25,50.0,0.0,0.0]",129.48543449999852
2939,saturation,low,"[50,34,26,50.0,0.0,0.0]",129.487366500005
2940,saturation,low,"[50,34,27,50.0,0.0,0.0]",129.48921850000625
2941,saturation,low,"[50,34,28,50.0,0.0,0.0]",129.4926964000042
2942,saturation,low,"[50,34,29,50.0,0.0,0.0]",129.49389569999767
2943,saturation,low,"[50,34,30,50.0,0.0,0.0]",129.4947570000004
2944,saturation,low,"[50,34,31,50.0,0.0,0.0]",129.4963396000021
2945,saturation,low,"[50,34,32,50.0,0.0,0.0]",129.49780679999822
2946,saturation,low,"[50,34,33,50.0,0.0,0.0]",129.49971099999675
2947,saturation,low,"[50,34,34,50.0,0.0,0.0]",129.50188509999862
2948,saturation,low,"[50,34,35,50.0,0.0,0.0]",129.5039928000042
2949,saturation,low,"[50,34,36,50.0,0.0,0.0]",129.5063081000044
2950,saturation,low,"[50,34,37,50.0,0.0,0.0]",129.51148079999984
2951,saturation,low,"[50,34,38,50.0,0.0,0.0]",129.51477919999888
2952,saturation,low,"[50,34,39,50.0,0.0,0.0]",129.5174657000025
2953,saturation,low,"[50,34,40,50.0,0.0,0.0]",129.51946529999987
2954,saturation,low,"[50,34,41,50.0,0.0,0.0]",129.52071720000095
2955,saturation,low,"[50,34,42,50.0,0.0,0.0]",129.52193260000058
2956,saturation,low,"[50,34,43,50.0,0.0,0.0]",129.52316009999777
2957,saturation,low,"[50,34,44,50.0,0.0,0.0]",129.52489950000017
2958,saturation,low,"[50,34,45,50.0,0.0,0.0]",129.52681220000522
2959,saturation,low,"[50,34,46,50.0,0.0,0.0]",129.52852210000128
2960,saturation,low,"[50,34,47,50.0,0.0,0.0]",129.5313829000006
2961,saturation,low,"[50,34,48,50.0,0.0,0.0]",129.53524800000014
2962,saturation,low,"[50,34,49,50.0,0.0,0.0]",129.53827330000058
2963,saturation,medium,"[34,50,19,50.0,0.0,0.0]",413.78638219999993
2964,saturation,medium,"[34,50,20,50.0,0.0,0.0]",413.789663800002
2965,saturation,medium,"[34,50,27,50.0,0.0,0.0]",413.79438039999513
2966,saturation,medium,"[34,50,25,50.0,0.0,0.0]",413.79851329999656
2967,saturation,medium,"[34,50,28,50.0,0.0,0.0]",413.8020747000046
2968,saturation,medium,"[34,50,29,50.0,0.0,0.0]",413.80509560000064
2969,saturation,medium,"[34,50,22,50.0,0.0,0.0]",413.80790430000343
2970,saturation,medium,"[34,50,24,50.0,0.0,0.0]",413.810057900002
2971,saturation,medium,"[34,50,23,50.0,0.0,0.0]",413.8120443000007
2972,saturation,medium,"[34,50,26,50.0,0.0,0.0]",413.8145904999983
2973,saturation,medium,"[34,50,21,50.0,0.0,0.0]",413.8176813999962
2974,saturation,medium,"[34,50,30,50.0,0.0,0.0]",413.8211009000006
2975,saturation,medium,"[34,50,11,50.0,0.0,0.0]",413.8243819999989
2976,saturation,medium,"[34,50,10,50.0,0.0,0.0]",413.8283147999973
2977,saturation,medium,"[34,50,12,50.0,0.0,0.0]",413.83386659999815
2978,saturation,medium,"[34,50,9,50.0,0.0,0.0]",413.8371597000005
2979,saturation,medium,"[34,50,13,50.0,0.0,0.0]",413.84039869999833
2980,saturation,medium,"[34,50,18,50.0,0.0,0.0]",413.84364029999415
2981,saturation,medium,"[34,50,8,50.0,0.0,0.0]",413.84574989999965
2982,saturation,medium,"[34,50,31,50.0,0.0,0.0]",413.84725869999966
2983,saturation,medium,"[34,50,14,50.0,0.0,0.0]",413.8493286000012
2984,saturation,medium,"[34,50,17,50.0,0.0,0.0]",413.85239990000264
2985,saturation,medium,"[34,50,15,50.0,0.0,0.0]",413.8543695999979
2986,saturation,medium,"[34,50,7,50.0,0.0,0.0]",413.85724740000296
2987,saturation,medium,"[34,50,16,50.0,0.0,0.0]",413.8602985999969
2988,saturation,medium,"[34,50,0,50.0,0.0,0.0]",413.86387770000147
2989,saturation,medium,"[50,34,3,50.0,0.0,0.0]",413.8690413000004
2990,saturation,medium,"[34,50,1,50.0,0.0,0.0]",413.871072599999
2991,saturation,medium,"[34,50,32,50.0,0.0,0.0]",413.87345909999567
2992,saturation,medium,"[34,50,6,50.0,0.0,0.0]",413.8762829999978
2993,saturation,medium,"[34,50,33,50.0,0.0,0.0]",413.87775189999957
2994,saturation,medium,"[50,34,16,50.0,0.0,0.0]",413.8790006000054
2995,saturation,medium,"[50,34,14,50.0,0.0,0.0]",413.88019709999935
2996,saturation,medium,"[34,50,2,50.0,0.0,0.0]",413.8820401999983
2997,saturation,medium,"[50,34,13,50.0,0.0,0.0]",413.8841456000009
2998,saturation,medium,"[34,50,5,50.0,0.0,0.0]",413.8860691000009
2999,saturation,medium,"[50,34,15,50.0,0.0,0.0]",413.88810170000215
3000,saturation,medium,"[34,50,4,50.0,0.0,0.0]",413.8914958999958
3001,saturation,medium,"[34,50,3,50.0,0.0,0.0]",413.89520210000046
3002,saturation,medium,"[50,34,36,50.0,0.0,0.0]",413.8975498
3003,saturation,medium,"[50,34,18,50.0,0.0,0.0]",413.90057250000245
3004,saturation,medium,"[50,34,17,50.0,0.0,0.0]",413.90221650000603
3005,saturation,medium,"[50,34,11,50.0,0.0,0.0]",413.90355490000366
3006,saturation,medium,"[50,34,12,50.0,0.0,0.0]",413.90598289999616
3007,saturation,medium,"[50,34,10,50.0,0.0,0.0]",413.90807580000546
3008,saturation,medium,"[50,34,39,50.0,0.0,0.0]",413.90991080000094
3009,saturation,medium,"[50,34,38,50.0,0.0,0.0]",413.9125262000016
3010,saturation,medium,"[50,34,40,50.0,0.0,0.0]",413.915178700001
3011,saturation,medium,"[50,34,9,50.0,0.0,0.0]",413.9179254999981
3012,saturation,medium,"[50,34,43,50.0,0.0,0.0]",413.92180499999813
3013,saturation,medium,"[50,34,6,50.0,0.0,0.0]",413.92427869999665
3014,saturation,medium,"[50,34,41,50.0,0.0,0.0]",413.9264015000008
3015,saturation,medium,"[50,34,42,50.0,0.0,0.0]",413.92912899999646
3016,saturation,medium,"[50,34,45,50.0,0.0,0.0]",413.93025719999423
3017,saturation,medium,"[50,34,8,50.0,0.0,0.0]",413.9315996000005
3018,saturation,medium,"[50,34,7,50.0,0.0,0.0]",413.9331738000037
3019,saturation,medium,"[50,34,46,50.0,0.0,0.0]",413.9349160999991
3020,saturation,medium,"[50,34,44,50.0,0.0,0.0]",413.9369310000038
3021,saturation,medium,"[50,34,5,50.0,0.0,0.0]",413.9396373999989
3022,saturation,medium,"[50,34,47,50.0,0.0,0.0]",413.9426864999987
3023,saturation,medium,"[50,34,1,50.0,0.0,0.0]",413.945140900003
3024,saturation,medium,"[50,34,48,50.0,0.0,0.0]",413.9492601999955
3025,saturation,medium,"[50,34,49,50.0,0.0,0.0]",413.9514898999987
3026,saturation,medium,"[50,34,0,50.0,0.0,0.0]",413.9543119999944
3027,saturation,medium,"[50,34,4,50.0,0.0,0.0]",413.9558013999995
3028,saturation,medium,"[50,34,2,50.0,0.0,0.0]",413.95691959999385
3029,saturation,high,"[34,50,27,50.0,0.0,0.0]",294.8358739000032
3030,saturation,high,"[34,50,19,50.0,0.0,0.0]",294.8392241000038
3031,saturation,high,"[34,50,20,50.0,0.0,0.0]",294.84166299999924
3032,saturation,high,"[34,50,28,50.0,0.0,0.0]",294.8440091999946
3033,saturation,high,"[34,50,29,50.0,0.0,0.0]",294.8462992000059
3034,saturation,high,"[34,50,25,50.0,0.0,0.0]",294.84866680000414
3035,saturation,high,"[34,50,18,50.0,0.0,0.0]",294.85130040000513
3036,saturation,high,"[34,50,30,50.0,0.0,0.0]",294.85438279999653
3037,saturation,high,"[34,50,24,50.0,0.0,0.0]",294.85738429999765
3038,saturation,high,"[34,50,7,50.0,0.0,0.0]",294.8607781999963
3039,saturation,high,"[34,50,8,50.0,0.0,0.0]",294.8656145000059
3040,saturation,high,"[34,50,23,50.0,0.0,0.0]",294.86904230000073
3041,saturation,high,"[34,50,22,50.0,0.0,0.0]",294.8729037000012
3042,saturation,high,"[34,50,31,50.0,0.0,0.0]",294.87613959999726
3043,saturation,high,"[34,50,0,50.0,0.0,0.0]",294.87807389999944
3044,saturation,high,"[34,50,6,50.0,0.0,0.0]",294.88024860000587
3045,saturation,high,"[34,50,32,50.0,0.0,0.0]",294.88271550000354
3046,saturation,high,"[34,50,21,50.0,0.0,0.0]",294.8857190999988
3047,saturation,high,"[34,50,10,50.0,0.0,0.0]",294.88840179999534
3048,saturation,high,"[34,50,12,50.0,0.0,0.0]",294.89136279999366
3049,saturation,high,"[50,34,10,50.0,0.0,0.0]",294.89652249999926
3050,saturation,high,"[34,50,13,50.0,0.0,0.0]",294.9000698000018
3051,saturation,high,"[34,50,14,50.0,0.0,0.0]",294.9027936000057
3052,saturation,high,"[50,34,8,50.0,0.0,0.0]",294.90543199999956
3053,saturation,high,"[50,34,3,50.0,0.0,0.0]",294.90859429999546
3054,saturation,high,"[34,50,15,50.0,0.0,0.0]",294.9102730999948
3055,saturation,high,"[50,34,6,50.0,0.0,0.0]",294.9123449000035
3056,saturation,high,"[34,50,17,50.0,0.0,0.0]",294.91454990000057
3057,saturation,high,"[34,50,16,50.0,0.0,0.0]",294.91682299999957
3058,saturation,high,"[50,34,4,50.0,0.0,0.0]",294.91938220000156
3059,saturation,high,"[50,34,47,50.0,0.0,0.0]",294.9225970999978
3060,saturation,high,"[50,34,49,50.0,0.0,0.0]",294.9258431000053
3061,saturation,high,"[50,34,1,50.0,0.0,0.0]",294.928897400001
3062,saturation,low,"[40,43,0,50.0,0.0,0.0]",147.78821949999838
3063,saturation,low,"[40,43,1,50.0,0.0,0.0]",147.79144610000367
3064,saturation,low,"[40,43,2,50.0,0.0,0.0]",147.79772519999824
3065,saturation,low,"[40,43,3,50.0,0.0,0.0]",147.80040239999653
3066,saturation,low,"[40,43,4,50.0,0.0,0.0]",147.80244509999466
3067,saturation,low,"[40,43,5,50.0,0.0,0.0]",147.80484699999943
3068,saturation,low,"[40,43,6,50.0,0.0,0.0]",147.80773520000366
3069,saturation,low,"[40,43,7,50.0,0.0,0.0]",147.8112803999975
3070,saturation,low,"[40,43,8,50.0,0.0,0.0]",147.81419849999656
3071,saturation,low,"[40,43,9,50.0,0.0,0.0]",147.81713270000182
3072,saturation,low,"[40,43,10,50.0,0.0,0.0]",147.82004479999887
3073,saturation,low,"[40,43,11,50.0,0.0,0.0]",147.8243078999949
3074,saturation,low,"[40,43,12,50.0,0.0,0.0]",147.8279767999993
3075,saturation,low,"[40,43,13,50.0,0.0,0.0]",147.83108670000365
3076,saturation,low,"[40,43,14,50.0,0.0,0.0]",147.83435910000117
3077,saturation,low,"[40,43,15,50.0,0.0,0.0]",147.83619080000062
3078,saturation,low,"[40,43,16,50.0,0.0,0.0]",147.83770979999827
3079,saturation,low,"[40,43,17,50.0,0.0,0.0]",147.83967590000248
3080,saturation,low,"[40,43,18,50.0,0.0,0.0]",147.8429715999955
3081,saturation,low,"[40,43,19,50.0,0.0,0.0]",147.8454602999991
3082,saturation,low,"[40,43,20,50.0,0.0,0.0]",147.84759429999394
3083,saturation,low,"[40,43,21,50.0,0.0,0.0]",147.85017430000153
3084,saturation,low,"[40,43,22,50.0,0.0,0.0]",147.8529611999984
3085,saturation,low,"[40,43,23,50.0,0.0,0.0]",147.8567336000051
3086,saturation,low,"[40,43,24,50.0,0.0,0.0]",147.8592239999998
3087,saturation,low,"[40,43,25,50.0,0.0,0.0]",147.86163710000255
3088,saturation,low,"[40,43,26,50.0,0.0,0.0]",147.86391919999733
3089,saturation,low,"[40,43,27,50.0,0.0,0.0]",147.8648217000009
3090,saturation,low,"[40,43,28,50.0,0.0,0.0]",147.86606849999953
3091,saturation,low,"[40,43,29,50.0,0.0,0.0]",147.8680045000001
3092,saturation,low,"[40,43,30,50.0,0.0,0.0]",147.87056989999837
3093,saturation,low,"[40,43,31,50.0,0.0,0.0]",147.87278089999745
3094,saturation,low,"[40,43,32,50.0,0.0,0.0]",147.87628550000227
3095,saturation,low,"[40,43,33,50.0,0.0,0.0]",147.8795190000019
3096,saturation,low,"[40,43,34,50.0,0.0,0.0]",147.88215610000043
3097,saturation,low,"[40,43,35,50.0,0.0,0.0]",147.88617530000192
3098,saturation,low,"[40,43,36,50.0,0.0,0.0]",147.88939689999825
3099,saturation,low,"[40,43,37,50.0,0.0,0.0]",147.8914392000006
3100,saturation,low,"[40,43,38,50.0,0.0,0.0]",147.89497329999722
3101,saturation,low,"[40,43,39,50.0,0.0,0.0]",147.896447799998
3102,saturation,low,"[43,40,0,50.0,0.0,0.0]",147.89756439999474
3103,saturation,low,"[43,40,1,50.0,0.0,0.0]",147.8989273000043
3104,saturation,low,"[43,40,2,50.0,0.0,0.0]",147.9015797000029
3105,saturation,low,"[43,40,3,50.0,0.0,0.0]",147.90760320000118
3106,saturation,low,"[43,40,4,50.0,0.0,0.0]",147.91099530000065
3107,saturation,low,"[43,40,5,50.0,0.0,0.0]",147.91373719999683
3108,saturation,low,"[43,40,6,50.0,0.0,0.0]",147.91772669999773
3109,saturation,low,"[43,40,7,50.0,0.0,0.0]",147.92001600000367
3110,saturation,low,"[43,40,8,50.0,0.0,0.0]",147.92216629999893
3111,saturation,low,"[43,40,9,50.0,0.0,0.0]",147.92404360000364
3112,saturation,low,"[43,40,10,50.0,0.0,0.0]",147.92539640000177
3113,saturation,low,"[43,40,11,50.0,0.0,0.0]",147.92690250000305
3114,saturation,low,"[43,40,12,50.0,0.0,0.0]",147.929246599997
3115,saturation,low,"[43,40,13,50.0,0.0,0.0]",147.93127269999968
3116,saturation,low,"[43,40,14,50.0,0.0,0.0]",147.9341959999947
3117,saturation,low,"[43,40,15,50.0,0.0,0.0]",147.93720759999997
3118,saturation,low,"[43,40,16,50.0,0.0,0.0]",147.94080340000073
3119,saturation,low,"[43,40,17,50.0,0.0,0.0]",147.94546970000374
3120,saturation,low,"[43,40,18,50.0,0.0,0.0]",147.94775250000384
3121,saturation,low,"[43,40,19,50.0,0.0,0.0]",147.94976139999926
3122,saturation,low,"[43,40,20,50.0,0.0,0.0]",147.95213549999607
3123,saturation,low,"[43,40,21,50.0,0.0,0.0]",147.95350650000182
3124,saturation,low,"[43,40,22,50.0,0.0,0.0]",147.95446359999914
3125,saturation,low,"[43,40,23,50.0,0.0,0.0]",147.95563729999412
3126,saturation,low,"[43,40,24,50.0,0.0,0.0]",147.95707250000123
3127,saturation,low,"[43,40,25,50.0,0.0,0.0]",147.95855630000005
3128,saturation,low,"[43,40,26,50.0,0.0,0.0]",147.96059850000165
3129,saturation,low,"[43,40,27,50.0,0.0,0.0]",147.9625675999996
3130,saturation,low,"[43,40,28,50.0,0.0,0.0]",147.9645859000011
3131,saturation,low,"[43,40,29,50.0,0.0,0.0]",147.96820070000103
3132,saturation,low,"[43,40,30,50.0,0.0,0.0]",147.97013100000186
3133,saturation,low,"[43,40,31,50.0,0.0,0.0]",147.97196849999455
3134,saturation,low,"[43,40,32,50.0,0.0,0.0]",147.9743626999989
3135,saturation,low,"[43,40,33,50.0,0.0,0.0]",147.97557649999362
3136,saturation,low,"[43,40,34,50.0,0.0,0.0]",147.976843000004
3137,saturation,low,"[43,40,35,50.0,0.0,0.0]",147.97857930000464
3138,saturation,low,"[43,40,36,50.0,0.0,0.0]",147.98030210000434
3139,saturation,low,"[43,40,37,50.0,0.0,0.0]",147.9827077000009
3140,saturation,low,"[43,40,38,50.0,0.0,0.0]",147.9845847999968
3141,saturation,low,"[43,40,39,50.0,0.0,0.0]",147.98758760000055
3142,saturation,low,"[43,40,40,50.0,0.0,0.0]",147.99066889999813
