planes,sats_per_plane,total_satellites,phase_factor,inclination_deg,raan0_deg,u0_deg,C1,C2,avg_multiplicity,c_min,max_gap_s,strict_double_time_rate
2,75,150,0,50.0,0.0,0.0,0.2034518870616582,0.11493403062876718,0.32073821196127783,0,21720.0,0.0
2,75,150,0,52.0,0.0,0.0,0.20389768334953431,0.11824950918290762,0.3247314031398572,0,21720.0,0.0
2,75,150,0,54.0,0.0,0.0,0.2028704173295797,0.1184493115937552,0.32401989769903167,0,21720.0,0.0
2,75,150,0,56.0,0.0,0.0,0.2018768199165656,0.11593690145996889,0.32077885406727596,0,21720.0,0.0
2,75,150,0,58.0,0.0,0.0,0.1943944508075069,0.11186695999803851,0.3095740013674235,0,21720.0,0.0
2,75,150,0,60.0,0.0,0.0,0.1894320221642884,0.10910333959139247,0.30224435660585686,0,21720.0,0.0
2,75,150,1,48.5,0.0,0.0,0.1972037744065035,0.1131737360573222,0.31259728111378504,0,21720.0,0.0
2,75,150,1,50.0,0.0,0.0,0.2033872917029942,0.11490878849664513,0.3206649399231033,0,21720.0,0.0
2,75,150,1,52.0,0.0,0.0,0.20393842139121895,0.11831907485987385,0.3247920105006732,0,21720.0,0.0
2,75,150,1,54.0,0.0,0.0,0.2026628630708072,0.11851647904685733,0.3238959930192315,0,21720.0,0.0
2,75,150,1,56.0,0.0,0.0,0.20191557726966758,0.11583699267512025,0.32084980962271475,0,21720.0,0.0
2,75,150,1,58.0,0.0,0.0,0.19445296830133496,0.11143410525118597,0.30939728297135727,0,21720.0,0.0
2,75,150,1,60.0,0.0,0.0,0.1894359107568793,0.10886273902943312,0.3022220789262829,0,21720.0,0.0
3,50,150,0,48.5,0.0,0.0,0.27130271987727284,0.04849530805251395,0.3242721865562774,0,21720.0,0.0
3,50,150,0,50.0,0.0,0.0,0.27971721395985183,0.04888220769989731,0.3326699620788546,0,21720.0,0.0
3,50,150,0,52.0,0.0,0.0,0.28035394139888015,0.04988559048926506,0.33457870807045975,0,16440.0,0.0
3,50,150,0,54.0,0.0,0.0,0.2759092653233722,0.05036074453937835,0.3304257550984742,0,16560.0,0.0
3,50,150,0,56.0,0.0,0.0,0.27164637647200013,0.04661462925429321,0.32267424286399166,0,16920.0,0.0
3,50,150,0,58.0,0.0,0.0,0.2539383745754225,0.04484571639888742,0.3025058029186466,0,16560.0,0.0
3,50,150,0,60.0,0.0,0.0,0.24112913221270277,0.04440562187001025,0.28919371659275295,0,16680.0,0.0
3,50,150,1,48.5,0.0,0.0,0.2718803220074248,0.047088935994256176,0.32302852919752006,0,21720.0,0.0
3,50,150,1,50.0,0.0,0.0,0.28009594583579756,0.04754750661280624,0.3312015020630379,0,21720.0,0.0
3,50,150,1,52.0,0.0,0.0,0.2804376001437261,0.04882565385210088,0.333206112547051,0,17640.0,0.0
3,50,150,1,54.0,0.0,0.0,0.2752806703472343,0.04934460439653578,0.3290171751362324,0,16800.0,0.0
3,50,150,1,56.0,0.0,0.0,0.27158770891344486,0.04726234153604329,0.3222851864990341,0,16800.0,0.0
3,50,150,1,58.0,0.0,0.0,0.2543317650915989,0.04503034854117269,0.3032742230444461,0,16320.0,0.0
3,50,150,1,60.0,0.0,0.0,0.240999019187443,0.04353391618472336,0.2887921887330484,0,16680.0,0.0
3,50,150,2,48.5,0.0,0.0,0.2711203035559007,0.04794678714991015,0.32313258840486664,0,21720.0,0.0
3,50,150,2,50.0,0.0,0.0,0.2791543665934465,0.047957674869439915,0.33171935868555047,0,21480.0,0.0
3,50,150,2,52.0,0.0,0.0,0.28048398321740153,0.048776430580088806,0.333146161989284,0,16440.0,0.0
3,50,150,2,54.0,0.0,0.0,0.2759126334434025,0.0498965397607085,0.32921464304940407,0,16800.0,0.0
