planes,sats_per_plane,total_satellites,phase_factor,inclination_deg,raan0_deg,u0_deg,fast_c_min,fast_single_time_rate,fast_strict_double_time_rate,fast_max_uncovered_gap_s,fast_worst_time_s,fast_mean_critical_points,fast_max_critical_points,fast_stopped_early,fast_evaluated_time_steps,fast_rank,C1,C2,avg_multiplicity,c_min,max_gap_s,strict_double_time_rate
1,1600,1600,0,50.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67229.0,67229,True,1,1,0.1620081817484726,0.1620081817484726,5.015598332194409,0,22500.0,0.0
1,1600,1600,0,50.0,0.0,0.05625,0,0.0,0.0,0.0,0.0,67239.0,67239,True,1,2,0.1620081817484726,0.1620081817484726,5.023845474013036,0,22500.0,0.0
1,1600,1600,0,50.0,0.0,0.1125,0,0.0,0.0,0.0,0.0,67218.0,67218,True,1,3,0.1620081817484726,0.1620081817484726,5.024086425590916,0,22500.0,0.0
